Type,Total Pct.,Calculation Pct.,EDER,DOR,Time,Sched Time,gid,Case,Scheduling Algorithm
CPF,0.5079,0.3667,0.5382,0.375,0.007554054260253906,0.0037305355072021484,1,1,CPOP
ICRB,0.5237,0.3667,0.5382,0.375,0.007777214050292969,0.0037305355072021484,1,1,CPOP
STO,0.5233,0.366,0.5508,0.0,0.006848573684692383,0.0037305355072021484,1,1,CPOP
Rand,0.5024,0.3552,0.7551,0.25,0.00708317756652832,0.0037305355072021484,1,1,CPOP
CPF,0.4982,0.382,0.4757,0.375,0.005961179733276367,0.0033724308013916016,1,1,HEFT
ICRB,0.5072,0.3639,0.749,0.375,0.006141185760498047,0.0033724308013916016,1,1,HEFT
STO,0.5056,0.3606,0.8007,0.125,0.006787300109863281,0.0033724308013916016,1,1,HEFT
Rand,0.5027,0.3673,0.6947,0.625,0.006139993667602539,0.0033724308013916016,1,1,HEFT
CPF,0.5032,0.3858,0.4457,0.375,0.009061574935913086,0.004801511764526367,1,1,CPOP
ICRB,0.512,0.3673,0.7346,0.375,0.007756710052490234,0.004801511764526367,1,1,CPOP
STO,0.5104,0.364,0.7893,0.125,0.007298946380615234,0.004801511764526367,1,1,CPOP
Rand,0.5175,0.3787,0.5543,0.875,0.007551670074462891,0.004801511764526367,1,1,CPOP
CPF,0.4988,0.3343,0.4819,0.125,0.00603485107421875,0.003476858139038086,1,1,HEFT
ICRB,0.4975,0.3125,0.8021,0.375,0.0058231353759765625,0.003476858139038086,1,1,HEFT
STO,0.4807,0.3181,0.716,0.0,0.005617618560791016,0.003476858139038086,1,1,HEFT
Rand,0.5111,0.3385,0.424,0.25,0.006059169769287109,0.003476858139038086,1,1,HEFT
CPF,0.4988,0.3343,0.4819,0.125,0.006468772888183594,0.0037572383880615234,1,1,CPOP
ICRB,0.4975,0.3125,0.8021,0.375,0.008157968521118164,0.0037572383880615234,1,1,CPOP
STO,0.4807,0.3181,0.716,0.0,0.00676417350769043,0.0037572383880615234,1,1,CPOP
Rand,0.4912,0.3005,1.0,0.625,0.007108449935913086,0.0037572383880615234,1,1,CPOP
CPF,0.429,0.3001,0.4659,0.375,0.00609278678894043,0.0034105777740478516,1,1,HEFT
ICRB,0.429,0.3001,0.4659,0.375,0.006682634353637695,0.0034105777740478516,1,1,HEFT
STO,0.4174,0.2918,0.6361,0.125,0.0069391727447509766,0.0034105777740478516,1,1,HEFT
Rand,0.4182,0.2947,0.5757,0.75,0.005772829055786133,0.0034105777740478516,1,1,HEFT
CPF,0.429,0.3001,0.4659,0.375,0.009031057357788086,0.004471302032470703,1,1,CPOP
ICRB,0.429,0.3001,0.4659,0.375,0.007992267608642578,0.004471302032470703,1,1,CPOP
STO,0.4174,0.2918,0.6361,0.125,0.006941795349121094,0.004471302032470703,1,1,CPOP
Rand,0.4212,0.2756,1.0,0.125,0.007263898849487305,0.004471302032470703,1,1,CPOP
CPF,0.4795,0.3372,0.4006,0.375,0.005921602249145508,0.0033860206604003906,1,1,HEFT
ICRB,0.4734,0.3232,0.6985,0.25,0.0057718753814697266,0.0033860206604003906,1,1,HEFT
STO,0.4642,0.3321,0.5054,0.125,0.005595207214355469,0.0033860206604003906,1,1,HEFT
Rand,0.4774,0.3324,0.4982,0.625,0.0056304931640625,0.0033860206604003906,1,1,HEFT
CPF,0.4795,0.3372,0.4006,0.375,0.007620573043823242,0.003721952438354492,1,1,CPOP
ICRB,0.4734,0.3232,0.6985,0.25,0.00793600082397461,0.003721952438354492,1,1,CPOP
STO,0.4642,0.3321,0.5054,0.125,0.0065920352935791016,0.003721952438354492,1,1,CPOP
Rand,0.4589,0.3189,0.7961,0.75,0.0072095394134521484,0.003721952438354492,1,1,CPOP
CPF,0.4479,0.3016,0.7259,0.375,0.0061376094818115234,0.0035028457641601562,1,1,HEFT
ICRB,0.4622,0.2982,0.7819,0.375,0.005990266799926758,0.0035028457641601562,1,1,HEFT
STO,0.461,0.316,0.4966,0.125,0.006490230560302734,0.0035028457641601562,1,1,HEFT
Rand,0.4625,0.2989,0.7707,0.5,0.006626129150390625,0.0035028457641601562,1,1,HEFT
CPF,0.4479,0.3016,0.7259,0.375,0.009027481079101562,0.0059087276458740234,1,1,CPOP
ICRB,0.4622,0.2982,0.7819,0.375,0.010047674179077148,0.0059087276458740234,1,1,CPOP
STO,0.461,0.316,0.4966,0.125,0.009802103042602539,0.0059087276458740234,1,1,CPOP
Rand,0.4479,0.3016,0.7259,0.625,0.00857686996459961,0.0059087276458740234,1,1,CPOP
CPF,0.4658,0.2693,0.7544,0.375,0.006220579147338867,0.0036118030548095703,1,1,HEFT
ICRB,0.4652,0.3225,0.1275,0.375,0.005887031555175781,0.0036118030548095703,1,1,HEFT
STO,0.4481,0.2808,0.5984,0.125,0.005776405334472656,0.0036118030548095703,1,1,HEFT
Rand,0.4618,0.2612,0.8725,0.625,0.005840301513671875,0.0036118030548095703,1,1,HEFT
CPF,0.4857,0.2808,0.709,0.375,0.008082866668701172,0.003912687301635742,1,1,CPOP
ICRB,0.4652,0.3225,0.151,0.375,0.00814676284790039,0.003912687301635742,1,1,CPOP
STO,0.4481,0.2808,0.709,0.125,0.0066297054290771484,0.003912687301635742,1,1,CPOP
Rand,0.4574,0.2631,1.0,0.5,0.00727081298828125,0.003912687301635742,1,1,CPOP
CPF,0.4265,0.311,0.4803,0.375,0.005473613739013672,0.003190755844116211,1,1,HEFT
ICRB,0.4646,0.3089,0.5197,0.375,0.0051422119140625,0.003190755844116211,1,1,HEFT
STO,0.4215,0.2944,0.8044,0.25,0.005056858062744141,0.003190755844116211,1,1,HEFT
Rand,0.4373,0.2861,0.9791,0.625,0.005525112152099609,0.003190755844116211,1,1,HEFT
CPF,0.4265,0.311,0.4906,0.375,0.009248971939086914,0.0060002803802490234,1,1,CPOP
ICRB,0.4663,0.31,0.5094,0.375,0.008520364761352539,0.0060002803802490234,1,1,CPOP
STO,0.4215,0.2944,0.8216,0.25,0.010695934295654297,0.0060002803802490234,1,1,CPOP
Rand,0.4743,0.3286,0.1784,0.5,0.008504152297973633,0.0060002803802490234,1,1,CPOP
CPF,0.5046,0.3393,0.4775,0.375,0.00554347038269043,0.0032377243041992188,1,1,HEFT
ICRB,0.4959,0.3221,0.7531,0.25,0.005285501480102539,0.0032377243041992188,1,1,HEFT
STO,0.4617,0.324,0.7203,0.25,0.005333662033081055,0.0032377243041992188,1,1,HEFT
Rand,0.4855,0.3361,0.5265,0.5,0.005378007888793945,0.0032377243041992188,1,1,HEFT
CPF,0.5046,0.3393,0.4775,0.375,0.006282806396484375,0.003610372543334961,1,1,CPOP
ICRB,0.4959,0.3221,0.7531,0.25,0.008310317993164062,0.003610372543334961,1,1,CPOP
STO,0.4617,0.324,0.7203,0.25,0.006452083587646484,0.003610372543334961,1,1,CPOP
Rand,0.503,0.3361,0.5265,0.625,0.006563663482666016,0.003610372543334961,1,1,CPOP
CPF,0.5146,0.3762,0.7563,0.5,0.005391597747802734,0.0031604766845703125,1,1,HEFT
ICRB,0.5346,0.3762,0.7563,0.25,0.005276203155517578,0.0031604766845703125,1,1,HEFT
STO,0.534,0.3752,0.7773,0.125,0.0050199031829833984,0.0031604766845703125,1,1,HEFT
Rand,0.5346,0.3762,0.7563,0.5,0.005324125289916992,0.0031604766845703125,1,1,HEFT
CPF,0.5146,0.3762,0.7563,0.5,0.008853673934936523,0.006055355072021484,1,1,CPOP
ICRB,0.5346,0.3762,0.7563,0.25,0.008519649505615234,0.006055355072021484,1,1,CPOP
STO,0.534,0.3752,0.7773,0.125,0.009638309478759766,0.006055355072021484,1,1,CPOP
Rand,0.5198,0.3876,0.5306,0.375,0.010237455368041992,0.006055355072021484,1,1,CPOP
CPF,0.4215,0.2931,0.4085,0.375,0.005501270294189453,0.003303050994873047,1,1,HEFT
ICRB,0.4181,0.2782,0.6554,0.375,0.005352020263671875,0.003303050994873047,1,1,HEFT
STO,0.4185,0.2834,0.5665,0.0,0.005121707916259766,0.003303050994873047,1,1,HEFT
Rand,0.4194,0.2824,0.5828,0.75,0.005407094955444336,0.003303050994873047,1,1,HEFT
CPF,0.4281,0.2972,0.4576,0.375,0.006399631500244141,0.003682851791381836,1,1,CPOP
ICRB,0.4406,0.2931,0.5424,0.375,0.008574247360229492,0.003682851791381836,1,1,CPOP
STO,0.4185,0.2834,0.7522,0.0,0.006367683410644531,0.003682851791381836,1,1,CPOP
Rand,0.4404,0.2926,0.5539,0.375,0.006551027297973633,0.003682851791381836,1,1,CPOP
CPF,0.4975,0.347,0.8412,0.375,0.0054776668548583984,0.003212451934814453,1,1,HEFT
ICRB,0.4975,0.347,0.8412,0.25,0.005299568176269531,0.003212451934814453,1,1,HEFT
STO,0.5048,0.3652,0.577,0.0,0.005135536193847656,0.003212451934814453,1,1,HEFT
Rand,0.4969,0.3456,0.8628,0.5,0.0054662227630615234,0.003212451934814453,1,1,HEFT
CPF,0.526,0.3668,0.7776,0.375,0.008486747741699219,0.005820512771606445,1,1,CPOP
ICRB,0.526,0.3668,0.7776,0.25,0.008269309997558594,0.005820512771606445,1,1,CPOP
STO,0.5048,0.3652,0.808,0.0,0.010573387145996094,0.005820512771606445,1,1,CPOP
Rand,0.5112,0.3668,0.7776,0.875,0.008493900299072266,0.005820512771606445,1,1,CPOP
CPF,0.4546,0.3189,0.4316,0.375,0.005452156066894531,0.0031375885009765625,1,1,HEFT
ICRB,0.4489,0.304,0.7013,0.25,0.0053250789642333984,0.0031375885009765625,1,1,HEFT
STO,0.4484,0.3024,0.7303,0.125,0.005223512649536133,0.0031375885009765625,1,1,HEFT
Rand,0.4362,0.2953,0.8689,0.875,0.005370140075683594,0.0031375885009765625,1,1,HEFT
CPF,0.4546,0.3189,0.4316,0.375,0.0064966678619384766,0.003886699676513672,1,1,CPOP
ICRB,0.4489,0.304,0.7013,0.25,0.008797645568847656,0.003886699676513672,1,1,CPOP
STO,0.4484,0.3024,0.7303,0.125,0.006737232208251953,0.003886699676513672,1,1,CPOP
Rand,0.4344,0.2889,1.0,0.75,0.006861448287963867,0.003886699676513672,1,1,CPOP
CPF,0.4262,0.3039,0.3924,0.5,0.005433797836303711,0.0031273365020751953,1,1,HEFT
ICRB,0.4019,0.2863,0.8131,0.5,0.0051729679107666016,0.0031273365020751953,1,1,HEFT
STO,0.4236,0.3049,0.3712,0.25,0.004889249801635742,0.0031273365020751953,1,1,HEFT
Rand,0.4344,0.2791,1.0,0.625,0.005380392074584961,0.0031273365020751953,1,1,HEFT
CPF,0.4262,0.3039,0.3924,0.5,0.008097648620605469,0.005376100540161133,1,1,CPOP
ICRB,0.4019,0.2863,0.8131,0.5,0.007840156555175781,0.005376100540161133,1,1,CPOP
STO,0.4236,0.3049,0.3712,0.25,0.007570981979370117,0.005376100540161133,1,1,CPOP
Rand,0.4377,0.2882,0.7636,0.5,0.010252952575683594,0.005376100540161133,1,1,CPOP
CPF,0.463,0.307,0.4096,0.375,0.005667209625244141,0.0033576488494873047,1,1,HEFT
ICRB,0.4582,0.2957,0.6204,0.375,0.005451202392578125,0.0033576488494873047,1,1,HEFT
STO,0.4429,0.2882,0.77,0.0,0.005615234375,0.0033576488494873047,1,1,HEFT
Rand,0.454,0.2858,0.8204,0.375,0.005456209182739258,0.0033576488494873047,1,1,HEFT
CPF,0.463,0.307,0.4096,0.375,0.006805419921875,0.0037572383880615234,1,1,CPOP
ICRB,0.4582,0.2957,0.6204,0.375,0.00915217399597168,0.0037572383880615234,1,1,CPOP
STO,0.4429,0.2882,0.77,0.0,0.006252765655517578,0.0037572383880615234,1,1,CPOP
Rand,0.454,0.2858,0.8204,0.75,0.00717473030090332,0.0037572383880615234,1,1,CPOP
CPF,0.4767,0.2894,0.6058,0.375,0.005439043045043945,0.0031614303588867188,1,1,HEFT
ICRB,0.4767,0.2894,0.6058,0.375,0.005255222320556641,0.0031614303588867188,1,1,HEFT
STO,0.4634,0.292,0.5746,0.25,0.005095243453979492,0.0031614303588867188,1,1,HEFT
Rand,0.4561,0.2741,0.7968,0.875,0.005632877349853516,0.0031614303588867188,1,1,HEFT
CPF,0.5116,0.3106,0.4852,0.375,0.00716710090637207,0.004363536834716797,1,1,CPOP
ICRB,0.5116,0.3106,0.4852,0.375,0.0073969364166259766,0.004363536834716797,1,1,CPOP
STO,0.4634,0.292,0.7505,0.25,0.009241580963134766,0.004363536834716797,1,1,CPOP
Rand,0.479,0.2765,1.0,0.75,0.006795167922973633,0.004363536834716797,1,1,CPOP
CPF,0.469,0.357,0.4152,0.25,0.00540471076965332,0.003117799758911133,1,1,HEFT
ICRB,0.4702,0.3602,0.3706,0.375,0.005194664001464844,0.003117799758911133,1,1,HEFT
STO,0.4741,0.3403,0.6595,0.125,0.005050182342529297,0.003117799758911133,1,1,HEFT
Rand,0.4655,0.3196,1.0,0.75,0.0053958892822265625,0.003117799758911133,1,1,HEFT
CPF,0.469,0.357,0.5284,0.25,0.006457090377807617,0.0036101341247558594,1,1,CPOP
ICRB,0.4702,0.3602,0.4716,0.375,0.008739948272705078,0.0036101341247558594,1,1,CPOP
STO,0.4943,0.3548,0.5667,0.0,0.006323337554931641,0.0036101341247558594,1,1,CPOP
Rand,0.4943,0.3548,0.5667,0.125,0.006726503372192383,0.0036101341247558594,1,1,CPOP
CPF,0.4892,0.3598,0.6434,0.375,0.006075620651245117,0.0036344528198242188,1,1,HEFT
ICRB,0.4892,0.3598,0.6434,0.375,0.0059814453125,0.0036344528198242188,1,1,HEFT
STO,0.4867,0.3541,0.7637,0.125,0.006385326385498047,0.0036344528198242188,1,1,HEFT
Rand,0.4821,0.3435,1.0,0.75,0.006853818893432617,0.0036344528198242188,1,1,HEFT
CPF,0.4892,0.3598,0.6434,0.375,0.010761260986328125,0.006046295166015625,1,1,CPOP
ICRB,0.4892,0.3598,0.6434,0.375,0.008692264556884766,0.006046295166015625,1,1,CPOP
STO,0.4867,0.3541,0.7637,0.125,0.008703947067260742,0.006046295166015625,1,1,CPOP
Rand,0.4821,0.3435,1.0,0.375,0.009451150894165039,0.006046295166015625,1,1,CPOP
CPF,0.4809,0.3415,0.3825,0.375,0.007750511169433594,0.005291938781738281,1,1,HEFT
ICRB,0.4724,0.3218,0.7113,0.375,0.007460117340087891,0.005291938781738281,1,1,HEFT
STO,0.459,0.3241,0.6712,0.125,0.0073511600494384766,0.005291938781738281,1,1,HEFT
Rand,0.4599,0.3241,0.6712,0.5,0.007327556610107422,0.005291938781738281,1,1,HEFT
CPF,0.4809,0.3415,0.3825,0.375,0.00967860221862793,0.004393339157104492,1,1,CPOP
ICRB,0.4724,0.3218,0.7113,0.375,0.006949186325073242,0.004393339157104492,1,1,CPOP
STO,0.459,0.3241,0.6712,0.125,0.0067403316497802734,0.004393339157104492,1,1,CPOP
Rand,0.4786,0.3363,0.4661,0.5,0.007296323776245117,0.004393339157104492,1,1,CPOP
CPF,0.5121,0.3716,0.683,0.5,0.005916118621826172,0.0034389495849609375,1,1,HEFT
ICRB,0.5184,0.3659,0.753,0.375,0.005711793899536133,0.0034389495849609375,1,1,HEFT
STO,0.5028,0.3576,0.8586,0.25,0.005950927734375,0.0034389495849609375,1,1,HEFT
Rand,0.509,0.3472,1.0,0.875,0.0057125091552734375,0.0034389495849609375,1,1,HEFT
CPF,0.5183,0.376,0.7182,0.5,0.010329961776733398,0.0051860809326171875,1,1,CPOP
ICRB,0.5328,0.376,0.7182,0.375,0.007926225662231445,0.0051860809326171875,1,1,CPOP
STO,0.5164,0.3673,0.8387,0.25,0.007724761962890625,0.0051860809326171875,1,1,CPOP
Rand,0.5282,0.3673,0.8387,0.5,0.008672714233398438,0.0051860809326171875,1,1,CPOP
CPF,0.465,0.2743,0.7222,0.25,0.007450103759765625,0.004781961441040039,1,1,HEFT
ICRB,0.4644,0.2732,0.7413,0.25,0.0073757171630859375,0.004781961441040039,1,1,HEFT
STO,0.4509,0.2762,0.6904,0.0,0.006964683532714844,0.004781961441040039,1,1,HEFT
Rand,0.4575,0.2588,1.0,0.5,0.00720667839050293,0.004781961441040039,1,1,HEFT
CPF,0.4682,0.2762,0.7131,0.125,0.010947942733764648,0.005841493606567383,1,1,CPOP
ICRB,0.4676,0.275,0.7329,0.25,0.008458852767944336,0.005841493606567383,1,1,CPOP
STO,0.4509,0.2762,0.7131,0.0,0.009552478790283203,0.005841493606567383,1,1,CPOP
Rand,0.4753,0.2907,0.4752,0.75,0.008880853652954102,0.005841493606567383,1,1,CPOP
CPF,0.5121,0.3247,0.4594,0.25,0.006880998611450195,0.0036759376525878906,1,1,HEFT
ICRB,0.5022,0.2955,0.8022,0.25,0.007233858108520508,0.0036759376525878906,1,1,HEFT
STO,0.5158,0.3192,0.5191,0.125,0.007794618606567383,0.0036759376525878906,1,1,HEFT
Rand,0.4864,0.3034,0.7033,0.625,0.006917238235473633,0.0036759376525878906,1,1,HEFT
CPF,0.5121,0.3247,0.4885,0.25,0.006385326385498047,0.003701448440551758,1,1,CPOP
ICRB,0.5102,0.3002,0.7896,0.25,0.006075382232666016,0.003701448440551758,1,1,CPOP
STO,0.5247,0.3247,0.4885,0.125,0.006059169769287109,0.003701448440551758,1,1,CPOP
Rand,0.5014,0.2852,1.0,0.625,0.006052255630493164,0.003701448440551758,1,1,CPOP
CPF,0.4746,0.341,0.6953,0.25,0.005867958068847656,0.003300905227661133,1,1,HEFT
ICRB,0.4868,0.3375,0.7563,0.25,0.007639646530151367,0.003300905227661133,1,1,HEFT
STO,0.4873,0.3388,0.7337,0.125,0.006006479263305664,0.003300905227661133,1,1,HEFT
Rand,0.4633,0.341,0.6953,0.75,0.0065500736236572266,0.003300905227661133,1,1,HEFT
CPF,0.4746,0.341,0.6953,0.25,0.006411314010620117,0.0036325454711914062,1,1,CPOP
ICRB,0.4868,0.3375,0.7563,0.25,0.006258726119995117,0.0036325454711914062,1,1,CPOP
STO,0.4873,0.3388,0.7337,0.125,0.007332563400268555,0.0036325454711914062,1,1,CPOP
Rand,0.4808,0.3243,1.0,0.625,0.006790637969970703,0.0036325454711914062,1,1,CPOP
CPF,0.4509,0.3565,0.5069,0.125,0.008147478103637695,0.004351139068603516,1,1,HEFT
ICRB,0.4437,0.3346,1.0,0.5,0.008501529693603516,0.004351139068603516,1,1,HEFT
STO,0.4598,0.3417,0.8338,0.125,0.006598711013793945,0.004351139068603516,1,1,HEFT
Rand,0.4437,0.3346,1.0,0.625,0.006781816482543945,0.004351139068603516,1,1,HEFT
CPF,0.4509,0.3565,0.5069,0.125,0.006357669830322266,0.0036406517028808594,1,1,CPOP
ICRB,0.4437,0.3346,1.0,0.5,0.006020069122314453,0.0036406517028808594,1,1,CPOP
STO,0.4598,0.3417,0.8338,0.125,0.00574040412902832,0.0036406517028808594,1,1,CPOP
Rand,0.4614,0.3459,0.738,0.75,0.0059223175048828125,0.0036406517028808594,1,1,CPOP
CPF,0.4441,0.3137,0.6636,0.5,0.006050586700439453,0.003459453582763672,1,1,HEFT
ICRB,0.4599,0.3137,0.6636,0.375,0.00725865364074707,0.003459453582763672,1,1,HEFT
STO,0.4571,0.3136,0.665,0.125,0.007657527923583984,0.003459453582763672,1,1,HEFT
Rand,0.4598,0.3136,0.6657,0.625,0.006076335906982422,0.003459453582763672,1,1,HEFT
CPF,0.4555,0.3217,0.6074,0.5,0.00652623176574707,0.003769397735595703,1,1,CPOP
ICRB,0.4717,0.3217,0.6074,0.375,0.0064127445220947266,0.003769397735595703,1,1,CPOP
STO,0.4571,0.3136,0.7762,0.125,0.007415771484375,0.003769397735595703,1,1,CPOP
Rand,0.4485,0.3035,1.0,0.625,0.006866931915283203,0.003769397735595703,1,1,CPOP
CPF,0.4899,0.3262,0.3857,0.375,0.007491350173950195,0.004044294357299805,1,1,HEFT
ICRB,0.4815,0.3087,0.6691,0.25,0.008668899536132812,0.004044294357299805,1,1,HEFT
STO,0.456,0.2983,0.8542,0.125,0.006477832794189453,0.004044294357299805,1,1,HEFT
Rand,0.4655,0.3059,0.7166,0.375,0.006409406661987305,0.004044294357299805,1,1,HEFT
CPF,0.4899,0.3262,0.3857,0.375,0.006330251693725586,0.0037097930908203125,1,1,CPOP
ICRB,0.4815,0.3087,0.6691,0.25,0.0060770511627197266,0.0037097930908203125,1,1,CPOP
STO,0.456,0.2983,0.8542,0.125,0.005888700485229492,0.0037097930908203125,1,1,CPOP
Rand,0.4588,0.2905,1.0,0.625,0.006182670593261719,0.0037097930908203125,1,1,CPOP
CPF,0.462,0.3041,0.7218,0.375,0.0059893131256103516,0.0034072399139404297,1,1,HEFT
ICRB,0.4805,0.3041,0.7218,0.25,0.008919477462768555,0.0034072399139404297,1,1,HEFT
STO,0.4795,0.302,0.7607,0.125,0.0058400630950927734,0.0034072399139404297,1,1,HEFT
Rand,0.4795,0.302,0.7607,0.75,0.006585836410522461,0.0034072399139404297,1,1,HEFT
CPF,0.462,0.3041,0.7218,0.375,0.007999420166015625,0.0046482086181640625,1,1,CPOP
ICRB,0.4805,0.3041,0.7218,0.25,0.007127523422241211,0.0046482086181640625,1,1,CPOP
STO,0.4795,0.302,0.7607,0.125,0.00696110725402832,0.0046482086181640625,1,1,CPOP
Rand,0.4881,0.3197,0.4563,0.75,0.00750422477722168,0.0046482086181640625,1,1,CPOP
CPF,0.4444,0.3225,0.6423,0.375,0.008075952529907227,0.0054743289947509766,1,1,HEFT
ICRB,0.4444,0.3225,0.6423,0.25,0.007955789566040039,0.0054743289947509766,1,1,HEFT
STO,0.4182,0.3129,0.8499,0.25,0.007891416549682617,0.0054743289947509766,1,1,HEFT
Rand,0.4295,0.3129,0.8499,0.625,0.00803828239440918,0.0054743289947509766,1,1,HEFT
CPF,0.4444,0.3225,0.6423,0.375,0.009396076202392578,0.0035872459411621094,1,1,CPOP
ICRB,0.4444,0.3225,0.6423,0.25,0.0066318511962890625,0.0035872459411621094,1,1,CPOP
STO,0.4182,0.3129,0.8499,0.25,0.007048368453979492,0.0035872459411621094,1,1,CPOP
Rand,0.4188,0.3151,0.8014,0.625,0.006586790084838867,0.0035872459411621094,1,1,CPOP
CPF,0.42,0.2986,0.3923,0.25,0.006079912185668945,0.003479480743408203,1,1,HEFT
ICRB,0.43,0.2806,0.8054,0.375,0.005919456481933594,0.003479480743408203,1,1,HEFT
STO,0.415,0.2807,0.8023,0.0,0.00606989860534668,0.003479480743408203,1,1,HEFT
Rand,0.4323,0.2874,0.6443,0.75,0.006636142730712891,0.003479480743408203,1,1,HEFT
CPF,0.42,0.2986,0.3923,0.25,0.006773471832275391,0.0038628578186035156,1,1,CPOP
ICRB,0.43,0.2806,0.8054,0.375,0.0075032711029052734,0.0038628578186035156,1,1,CPOP
STO,0.415,0.2807,0.8023,0.0,0.008074045181274414,0.0038628578186035156,1,1,CPOP
Rand,0.4127,0.2729,1.0,0.5,0.006642580032348633,0.0038628578186035156,1,1,CPOP
CPF,0.533,0.3703,0.3129,0.375,0.005766868591308594,0.003429889678955078,1,1,HEFT
ICRB,0.533,0.3703,0.3129,0.375,0.005551815032958984,0.003429889678955078,1,1,HEFT
STO,0.5034,0.3433,0.695,0.125,0.005383729934692383,0.003429889678955078,1,1,HEFT
Rand,0.5082,0.3243,1.0,0.625,0.005575895309448242,0.003429889678955078,1,1,HEFT
CPF,0.533,0.3703,0.3129,0.375,0.008043050765991211,0.005382061004638672,1,1,CPOP
ICRB,0.533,0.3703,0.3129,0.375,0.007738590240478516,0.005382061004638672,1,1,CPOP
STO,0.5034,0.3433,0.695,0.125,0.010217428207397461,0.005382061004638672,1,1,CPOP
Rand,0.5135,0.3341,0.8385,0.625,0.007996559143066406,0.005382061004638672,1,1,CPOP
CPF,0.4432,0.3264,0.3661,0.375,0.005654573440551758,0.0032334327697753906,1,1,HEFT
ICRB,0.4401,0.3018,0.7923,0.375,0.005277872085571289,0.0032334327697753906,1,1,HEFT
STO,0.4391,0.2992,0.8416,0.125,0.005131244659423828,0.0032334327697753906,1,1,HEFT
Rand,0.4285,0.2912,1.0,0.875,0.005308389663696289,0.0032334327697753906,1,1,HEFT
CPF,0.4432,0.3264,0.4198,0.375,0.00640869140625,0.0035889148712158203,1,1,CPOP
ICRB,0.4502,0.3088,0.7618,0.375,0.006073474884033203,0.0035889148712158203,1,1,CPOP
STO,0.4492,0.3061,0.8184,0.125,0.006485700607299805,0.0035889148712158203,1,1,CPOP
Rand,0.438,0.2977,1.0,0.75,0.007817268371582031,0.0035889148712158203,1,1,CPOP
CPF,0.471,0.3441,0.6474,0.25,0.005956411361694336,0.003442049026489258,1,1,HEFT
ICRB,0.4731,0.3324,0.8489,0.25,0.005537509918212891,0.003442049026489258,1,1,HEFT
STO,0.4737,0.3339,0.8225,0.125,0.005324840545654297,0.003442049026489258,1,1,HEFT
Rand,0.4587,0.3535,0.4963,0.75,0.005438566207885742,0.003442049026489258,1,1,HEFT
CPF,0.471,0.3441,0.7356,0.25,0.006340980529785156,0.003672361373901367,1,1,CPOP
ICRB,0.4829,0.3393,0.8283,0.25,0.006957054138183594,0.003672361373901367,1,1,CPOP
STO,0.4836,0.3408,0.7983,0.125,0.007653474807739258,0.003672361373901367,1,1,CPOP
Rand,0.4681,0.3408,0.7983,1.0,0.00637054443359375,0.003672361373901367,1,1,CPOP
CPF,0.4526,0.2985,0.4601,0.375,0.005492448806762695,0.003271818161010742,1,1,HEFT
ICRB,0.4526,0.2985,0.4601,0.375,0.005333423614501953,0.003271818161010742,1,1,HEFT
STO,0.4472,0.2848,0.7099,0.25,0.005072593688964844,0.003271818161010742,1,1,HEFT
Rand,0.4306,0.2941,0.5377,1.0,0.005521535873413086,0.003271818161010742,1,1,HEFT
CPF,0.4526,0.2985,0.4601,0.375,0.009034395217895508,0.003802776336669922,1,1,CPOP
ICRB,0.4526,0.2985,0.4601,0.375,0.007152080535888672,0.003802776336669922,1,1,CPOP
STO,0.4472,0.2848,0.7099,0.25,0.007105588912963867,0.003802776336669922,1,1,CPOP
Rand,0.4377,0.2847,0.7121,0.375,0.006649971008300781,0.003802776336669922,1,1,CPOP
CPF,0.4939,0.3624,0.5144,0.375,0.005461454391479492,0.0032050609588623047,1,1,HEFT
ICRB,0.4861,0.3449,0.8039,0.375,0.005362510681152344,0.0032050609588623047,1,1,HEFT
STO,0.4926,0.3596,0.5599,0.125,0.005023956298828125,0.0032050609588623047,1,1,HEFT
Rand,0.4926,0.3596,0.5599,0.75,0.005942344665527344,0.0032050609588623047,1,1,HEFT
CPF,0.5107,0.3748,0.4022,0.375,0.006434440612792969,0.0037724971771240234,1,1,CPOP
ICRB,0.5018,0.3561,0.7586,0.375,0.007048130035400391,0.0037724971771240234,1,1,CPOP
STO,0.5092,0.3717,0.4582,0.125,0.007950782775878906,0.0037724971771240234,1,1,CPOP
Rand,0.5012,0.3549,0.7831,0.75,0.006590843200683594,0.0037724971771240234,1,1,CPOP
CPF,0.474,0.3239,0.6661,0.375,0.005617380142211914,0.0032477378845214844,1,1,HEFT
ICRB,0.4794,0.3086,0.8744,0.25,0.005341291427612305,0.0032477378845214844,1,1,HEFT
STO,0.4712,0.3185,0.7378,0.25,0.005109310150146484,0.0032477378845214844,1,1,HEFT
Rand,0.4731,0.3227,0.6813,0.625,0.005309343338012695,0.0032477378845214844,1,1,HEFT
CPF,0.4846,0.3311,0.7483,0.25,0.006300210952758789,0.003580808639526367,1,1,CPOP
ICRB,0.5061,0.3258,0.8362,0.25,0.008427143096923828,0.003580808639526367,1,1,CPOP
STO,0.4983,0.3368,0.6582,0.125,0.006525278091430664,0.003580808639526367,1,1,CPOP
Rand,0.4778,0.3468,0.5056,0.5,0.0065686702728271484,0.003580808639526367,1,1,CPOP
CPF,0.446,0.2962,0.7156,0.375,0.005445003509521484,0.0031690597534179688,1,1,HEFT
