Type,Total Pct.,Calculation Pct.,EDER,DOR,Time,Sched Time,gid,Case,Scheduling Algorithm
STO,0.4483,0.312,0.855,0.25,0.010704994201660156,0.006359100341796875,1,1,HEFT
Rand,0.4581,0.3046,1.0,0.75,0.009478569030761719,0.006359100341796875,1,1,HEFT
CPF,0.4502,0.3217,0.6743,0.25,0.010799884796142578,0.00748443603515625,1,1,CPOP
ICRB,0.4315,0.3046,1.0,0.5,0.011399030685424805,0.00748443603515625,1,1,CPOP
STO,0.4483,0.312,0.855,0.25,0.010760784149169922,0.00748443603515625,1,1,CPOP
Rand,0.444,0.3046,1.0,1.0,0.00996541976928711,0.00748443603515625,1,1,CPOP
CPF,0.4576,0.3281,0.4584,0.375,0.008703947067260742,0.005678892135620117,1,1,HEFT
ICRB,0.4523,0.314,0.737,0.375,0.008172035217285156,0.005678892135620117,1,1,HEFT
STO,0.4377,0.3162,0.6916,0.0,0.010129928588867188,0.005678892135620117,1,1,HEFT
Rand,0.4369,0.314,0.737,0.875,0.008467435836791992,0.005678892135620117,1,1,HEFT
CPF,0.4576,0.3281,0.4584,0.375,0.01201486587524414,0.0071849822998046875,1,1,CPOP
ICRB,0.4523,0.314,0.737,0.375,0.010406970977783203,0.0071849822998046875,1,1,CPOP
STO,0.4377,0.3162,0.6916,0.0,0.011253833770751953,0.0071849822998046875,1,1,CPOP
Rand,0.4477,0.3018,1.0,0.75,0.009634256362915039,0.0071849822998046875,1,1,CPOP
CPF,0.4519,0.324,0.4637,0.5,0.01034235954284668,0.00582122802734375,1,1,HEFT
ICRB,0.4648,0.3111,0.6795,0.375,0.009617328643798828,0.00582122802734375,1,1,HEFT
STO,0.4612,0.3026,0.8301,0.125,0.008314132690429688,0.00582122802734375,1,1,HEFT
Rand,0.4612,0.3026,0.8301,0.625,0.010303735733032227,0.00582122802734375,1,1,HEFT
CPF,0.4519,0.324,0.486,0.5,0.013949155807495117,0.009330987930297852,1,1,CPOP
ICRB,0.4688,0.3137,0.6641,0.375,0.017660856246948242,0.009330987930297852,1,1,CPOP
STO,0.4651,0.3051,0.8219,0.125,0.013446331024169922,0.009330987930297852,1,1,CPOP
Rand,0.4519,0.324,0.486,0.625,0.014441967010498047,0.009330987930297852,1,1,CPOP
CPF,0.497,0.3211,0.5293,0.375,0.01260519027709961,0.0069751739501953125,1,1,HEFT
ICRB,0.4887,0.3047,0.7444,0.25,0.009823799133300781,0.0069751739501953125,1,1,HEFT
STO,0.4912,0.3292,0.4296,0.125,0.009387493133544922,0.0069751739501953125,1,1,HEFT
Rand,0.4756,0.3019,0.7848,1.0,0.011157989501953125,0.0069751739501953125,1,1,HEFT
CPF,0.5159,0.3333,0.448,0.375,0.010483741760253906,0.007197380065917969,1,1,CPOP
ICRB,0.5063,0.3157,0.7003,0.25,0.010016441345214844,0.007197380065917969,1,1,CPOP
STO,0.4912,0.3292,0.5038,0.125,0.009682893753051758,0.007197380065917969,1,1,CPOP
Rand,0.4788,0.3298,0.4962,0.5,0.009829521179199219,0.007197380065917969,1,1,CPOP
CPF,0.468,0.3433,0.5349,0.5,0.009078741073608398,0.006112098693847656,1,1,HEFT
ICRB,0.4617,0.327,0.8582,0.375,0.008626937866210938,0.006112098693847656,1,1,HEFT
STO,0.4537,0.3485,0.4375,0.0,0.00834202766418457,0.006112098693847656,1,1,HEFT
Rand,0.4631,0.3307,0.7828,0.875,0.008388996124267578,0.006112098693847656,1,1,HEFT
CPF,0.4696,0.3444,0.5244,0.375,0.009653568267822266,0.006005048751831055,1,1,CPOP
ICRB,0.4632,0.3281,0.855,0.375,0.008511543273925781,0.006005048751831055,1,1,CPOP
STO,0.4537,0.3485,0.4474,0.0,0.008283138275146484,0.006005048751831055,1,1,CPOP
Rand,0.4554,0.3371,0.6694,0.5,0.008502721786499023,0.006005048751831055,1,1,CPOP
CPF,0.4548,0.2641,0.8446,0.25,0.006123542785644531,0.003561258316040039,1,1,HEFT
ICRB,0.4236,0.2752,0.6462,0.5,0.005629539489746094,0.003561258316040039,1,1,HEFT
STO,0.4548,0.2641,0.8446,0.125,0.005451679229736328,0.003561258316040039,1,1,HEFT
Rand,0.4548,0.2641,0.8446,0.75,0.0053958892822265625,0.003561258316040039,1,1,HEFT
CPF,0.4548,0.2641,0.8446,0.25,0.006830453872680664,0.004239559173583984,1,1,CPOP
ICRB,0.4236,0.2752,0.6462,0.5,0.006434440612792969,0.004239559173583984,1,1,CPOP
STO,0.4548,0.2641,0.8446,0.125,0.006129026412963867,0.004239559173583984,1,1,CPOP
Rand,0.4563,0.2675,0.7818,0.375,0.0062103271484375,0.004239559173583984,1,1,CPOP
CPF,0.4767,0.3605,0.5173,0.25,0.00600886344909668,0.003790140151977539,1,1,HEFT
ICRB,0.4767,0.3605,0.5173,0.25,0.005839109420776367,0.003790140151977539,1,1,HEFT
STO,0.4733,0.3551,0.6037,0.25,0.005671501159667969,0.003790140151977539,1,1,HEFT
Rand,0.4645,0.3532,0.6354,0.875,0.0058481693267822266,0.003790140151977539,1,1,HEFT
CPF,0.492,0.3721,0.4124,0.25,0.006133556365966797,0.003777027130126953,1,1,CPOP
ICRB,0.492,0.3721,0.4124,0.25,0.005807399749755859,0.003777027130126953,1,1,CPOP
STO,0.4733,0.3551,0.7349,0.25,0.005795955657958984,0.003777027130126953,1,1,CPOP
Rand,0.4793,0.3423,1.0,0.625,0.0056459903717041016,0.003777027130126953,1,1,CPOP
CPF,0.4545,0.3273,0.6106,0.375,0.005928754806518555,0.003584146499633789,1,1,HEFT
ICRB,0.4727,0.3273,0.6106,0.375,0.005669116973876953,0.003584146499633789,1,1,HEFT
STO,0.4688,0.318,0.8008,0.125,0.00530552864074707,0.003584146499633789,1,1,HEFT
Rand,0.4776,0.3387,0.3894,0.625,0.005381107330322266,0.003584146499633789,1,1,HEFT
CPF,0.4545,0.3273,0.6106,0.375,0.006359577178955078,0.003961324691772461,1,1,CPOP
ICRB,0.4727,0.3273,0.6106,0.375,0.006258487701416016,0.003961324691772461,1,1,CPOP
STO,0.4688,0.318,0.8008,0.125,0.0057811737060546875,0.003961324691772461,1,1,CPOP
Rand,0.4688,0.318,0.8008,0.625,0.005942583084106445,0.003961324691772461,1,1,CPOP
CPF,0.5414,0.4061,0.4209,0.375,0.006958484649658203,0.004498720169067383,1,1,HEFT
ICRB,0.5414,0.4061,0.4209,0.375,0.008748292922973633,0.004498720169067383,1,1,HEFT
STO,0.5236,0.397,0.5579,0.125,0.007677555084228516,0.004498720169067383,1,1,HEFT
Rand,0.516,0.3841,0.7629,0.875,0.006862640380859375,0.004498720169067383,1,1,HEFT
CPF,0.5414,0.4061,0.4209,0.375,0.00837087631225586,0.005578279495239258,1,1,CPOP
ICRB,0.5414,0.4061,0.4209,0.375,0.009956598281860352,0.005578279495239258,1,1,CPOP
STO,0.5236,0.397,0.5579,0.125,0.008709907531738281,0.005578279495239258,1,1,CPOP
Rand,0.5094,0.3702,1.0,0.875,0.009517192840576172,0.005578279495239258,1,1,CPOP
CPF,0.5204,0.3741,0.4916,0.375,0.006999969482421875,0.0036203861236572266,1,1,HEFT
ICRB,0.53,0.3578,0.7545,0.25,0.007772207260131836,0.0036203861236572266,1,1,HEFT
STO,0.5102,0.3569,0.7698,0.125,0.005865812301635742,0.0036203861236572266,1,1,HEFT
Rand,0.5062,0.3456,0.9673,0.375,0.005913972854614258,0.0036203861236572266,1,1,HEFT
CPF,0.5204,0.3741,0.5082,0.375,0.010916471481323242,0.007315397262573242,1,1,CPOP
ICRB,0.5328,0.3597,0.7462,0.25,0.009944915771484375,0.007315397262573242,1,1,CPOP
STO,0.5129,0.3588,0.762,0.0,0.012058019638061523,0.007315397262573242,1,1,CPOP
Rand,0.525,0.3456,1.0,0.75,0.010248184204101562,0.007315397262573242,1,1,CPOP
CPF,0.465,0.3256,0.698,0.375,0.010207176208496094,0.005358219146728516,1,1,HEFT
ICRB,0.465,0.3256,0.698,0.375,0.008505582809448242,0.005358219146728516,1,1,HEFT
STO,0.4619,0.3388,0.4765,0.125,0.00926661491394043,0.005358219146728516,1,1,HEFT
Rand,0.4506,0.3091,1.0,0.875,0.0076673030853271484,0.005358219146728516,1,1,HEFT
CPF,0.465,0.3256,0.698,0.375,0.01066899299621582,0.005957841873168945,1,1,CPOP
ICRB,0.465,0.3256,0.698,0.375,0.010990142822265625,0.005957841873168945,1,1,CPOP
STO,0.4619,0.3388,0.4765,0.125,0.008396387100219727,0.005957841873168945,1,1,CPOP
Rand,0.461,0.3422,0.4229,0.75,0.008506059646606445,0.005957841873168945,1,1,CPOP
CPF,0.4389,0.3018,0.477,0.25,0.00813150405883789,0.005307197570800781,1,1,HEFT
ICRB,0.4528,0.2802,0.7932,0.25,0.008446693420410156,0.005307197570800781,1,1,HEFT
STO,0.4423,0.2842,0.7298,0.0,0.008610248565673828,0.005307197570800781,1,1,HEFT
Rand,0.4528,0.2802,0.7932,0.25,0.008835792541503906,0.005307197570800781,1,1,HEFT
CPF,0.4389,0.3018,0.477,0.25,0.01255345344543457,0.008107185363769531,1,1,CPOP
ICRB,0.4528,0.2802,0.7932,0.25,0.013618230819702148,0.008107185363769531,1,1,CPOP
STO,0.4423,0.2842,0.7298,0.0,0.013829469680786133,0.008107185363769531,1,1,CPOP
Rand,0.4269,0.2676,1.0,0.75,0.013401269912719727,0.008107185363769531,1,1,CPOP
CPF,0.4641,0.3159,0.3309,0.375,0.01351475715637207,0.009262561798095703,1,1,HEFT
ICRB,0.4641,0.3159,0.3309,0.375,0.015538454055786133,0.009262561798095703,1,1,HEFT
STO,0.459,0.3036,0.5377,0.125,0.013200044631958008,0.009262561798095703,1,1,HEFT
Rand,0.4554,0.2949,0.6939,0.875,0.01284933090209961,0.009262561798095703,1,1,HEFT
CPF,0.4641,0.3159,0.3309,0.375,0.012980937957763672,0.00763249397277832,1,1,CPOP
ICRB,0.4641,0.3159,0.3309,0.375,0.012454032897949219,0.00763249397277832,1,1,CPOP
STO,0.459,0.3036,0.5377,0.125,0.015442371368408203,0.00763249397277832,1,1,CPOP
Rand,0.4473,0.298,0.637,0.5,0.012464523315429688,0.00763249397277832,1,1,CPOP
CPF,0.4801,0.3299,0.7473,0.375,0.01021718978881836,0.006811857223510742,1,1,HEFT
ICRB,0.4928,0.3283,0.7739,0.375,0.010373115539550781,0.006811857223510742,1,1,HEFT
STO,0.4682,0.3272,0.7921,0.25,0.010463714599609375,0.006811857223510742,1,1,HEFT
Rand,0.4914,0.3487,0.4606,0.5,0.011189699172973633,0.006811857223510742,1,1,HEFT
CPF,0.4801,0.3299,0.7473,0.375,0.011447429656982422,0.007855653762817383,1,1,CPOP
ICRB,0.4928,0.3283,0.7739,0.375,0.011209487915039062,0.007855653762817383,1,1,CPOP
STO,0.4682,0.3272,0.7921,0.25,0.0109405517578125,0.007855653762817383,1,1,CPOP
Rand,0.4879,0.3475,0.4789,0.625,0.011326313018798828,0.007855653762817383,1,1,CPOP
CPF,0.4874,0.3424,0.7115,0.625,0.0072176456451416016,0.004079580307006836,1,1,HEFT
ICRB,0.4855,0.3383,0.7946,0.25,0.008284330368041992,0.004079580307006836,1,1,HEFT
STO,0.4738,0.3386,0.7877,0.25,0.007307767868041992,0.004079580307006836,1,1,HEFT
Rand,0.4781,0.349,0.5823,0.75,0.006472587585449219,0.004079580307006836,1,1,HEFT
CPF,0.4874,0.3424,0.7115,0.625,0.009571552276611328,0.005351543426513672,1,1,CPOP
ICRB,0.4855,0.3383,0.7946,0.25,0.009375333786010742,0.005351543426513672,1,1,CPOP
STO,0.4738,0.3386,0.7877,0.25,0.007922887802124023,0.005351543426513672,1,1,CPOP
Rand,0.4682,0.3285,1.0,0.875,0.008750677108764648,0.005351543426513672,1,1,CPOP
CPF,0.4882,0.3422,0.4955,0.25,0.00805521011352539,0.004409074783325195,1,1,HEFT
ICRB,0.4882,0.3422,0.4955,0.25,0.00704193115234375,0.004409074783325195,1,1,HEFT
STO,0.4771,0.3317,0.6618,0.0,0.006548404693603516,0.004409074783325195,1,1,HEFT
Rand,0.4813,0.3416,0.5045,0.5,0.006793022155761719,0.004409074783325195,1,1,HEFT
CPF,0.4963,0.3479,0.4477,0.25,0.007206916809082031,0.0037970542907714844,1,1,CPOP
ICRB,0.4963,0.3479,0.4477,0.25,0.007612943649291992,0.0037970542907714844,1,1,CPOP
STO,0.4771,0.3317,0.7245,0.0,0.008931636810302734,0.0037970542907714844,1,1,CPOP
Rand,0.4524,0.3171,1.0,0.625,0.006323337554931641,0.0037970542907714844,1,1,CPOP
CPF,0.4716,0.3259,0.6711,0.25,0.0059735774993896484,0.003525972366333008,1,1,HEFT
ICRB,0.4716,0.3259,0.6711,0.25,0.00582575798034668,0.003525972366333008,1,1,HEFT
STO,0.4699,0.322,0.7433,0.125,0.005650520324707031,0.003525972366333008,1,1,HEFT
Rand,0.4775,0.3398,0.4284,0.625,0.005713939666748047,0.003525972366333008,1,1,HEFT
CPF,0.4716,0.3259,0.6711,0.25,0.008247137069702148,0.005388498306274414,1,1,CPOP
ICRB,0.4716,0.3259,0.6711,0.25,0.0078582763671875,0.005388498306274414,1,1,CPOP
STO,0.4699,0.322,0.7433,0.125,0.007638454437255859,0.005388498306274414,1,1,CPOP
Rand,0.4699,0.322,0.7433,0.25,0.009930610656738281,0.005388498306274414,1,1,CPOP
CPF,0.4524,0.3374,0.5451,0.375,0.009246349334716797,0.005465269088745117,1,1,HEFT
ICRB,0.4482,0.3256,0.7957,0.25,0.009161233901977539,0.005465269088745117,1,1,HEFT
STO,0.4293,0.3309,0.6802,0.125,0.007995843887329102,0.005465269088745117,1,1,HEFT
Rand,0.4489,0.3277,0.7494,0.625,0.007666110992431641,0.005465269088745117,1,1,HEFT
CPF,0.4569,0.3408,0.5113,0.375,0.00700831413269043,0.0043430328369140625,1,1,CPOP
ICRB,0.4526,0.3288,0.7805,0.25,0.006868124008178711,0.0043430328369140625,1,1,CPOP
STO,0.4293,0.3309,0.7308,0.125,0.006601095199584961,0.0043430328369140625,1,1,CPOP
Rand,0.4492,0.3196,1.0,0.625,0.006624460220336914,0.0043430328369140625,1,1,CPOP
CPF,0.5425,0.4124,0.3914,0.375,0.00822305679321289,0.003391742706298828,1,1,HEFT
ICRB,0.5268,0.3762,0.7883,0.25,0.006614208221435547,0.003391742706298828,1,1,HEFT
STO,0.5366,0.3954,0.5683,0.125,0.007189750671386719,0.003391742706298828,1,1,HEFT
Rand,0.5273,0.3954,0.5683,0.5,0.005812406539916992,0.003391742706298828,1,1,HEFT
CPF,0.5425,0.4124,0.4637,0.375,0.007794380187988281,0.005072593688964844,1,1,CPOP
ICRB,0.5456,0.3896,0.7492,0.25,0.00760960578918457,0.005072593688964844,1,1,CPOP
STO,0.5568,0.4103,0.4886,0.0,0.007333517074584961,0.005072593688964844,1,1,CPOP
Rand,0.5357,0.3716,1.0,0.5,0.00761866569519043,0.005072593688964844,1,1,CPOP
CPF,0.4776,0.3478,0.6781,0.375,0.006268501281738281,0.0035178661346435547,1,1,HEFT
ICRB,0.4902,0.3428,0.7636,0.375,0.006341457366943359,0.0035178661346435547,1,1,HEFT
STO,0.4925,0.3478,0.6781,0.25,0.006998538970947266,0.0035178661346435547,1,1,HEFT
Rand,0.4885,0.3389,0.8317,0.625,0.006289243698120117,0.0035178661346435547,1,1,HEFT
CPF,0.4883,0.3557,0.6304,0.375,0.005972146987915039,0.0035119056701660156,1,1,CPOP
ICRB,0.5012,0.3504,0.7286,0.375,0.005620241165161133,0.0035119056701660156,1,1,CPOP
STO,0.5037,0.3557,0.6304,0.125,0.005517005920410156,0.0035119056701660156,1,1,CPOP
Rand,0.5034,0.3551,0.641,0.5,0.005902290344238281,0.0035119056701660156,1,1,CPOP
CPF,0.4792,0.3015,0.1872,0.375,0.0060956478118896484,0.0034952163696289062,1,1,HEFT
ICRB,0.4686,0.2796,0.6034,0.375,0.0059299468994140625,0.0034952163696289062,1,1,HEFT
STO,0.4648,0.2718,0.7675,0.125,0.005730628967285156,0.0034952163696289062,1,1,HEFT
Rand,0.4433,0.2718,0.7675,0.5,0.008558988571166992,0.0034952163696289062,1,1,HEFT
CPF,0.4792,0.3015,0.1872,0.375,0.006441831588745117,0.003763437271118164,1,1,CPOP
ICRB,0.4686,0.2796,0.6034,0.375,0.006184101104736328,0.003763437271118164,1,1,CPOP
STO,0.4648,0.2718,0.7675,0.125,0.005904197692871094,0.003763437271118164,1,1,CPOP
Rand,0.4598,0.2615,1.0,0.625,0.006575345993041992,0.003763437271118164,1,1,CPOP
CPF,0.4828,0.3438,0.5262,0.25,0.008923053741455078,0.005097627639770508,1,1,HEFT
ICRB,0.4925,0.3303,0.7145,0.375,0.0075185298919677734,0.005097627639770508,1,1,HEFT
STO,0.4804,0.3359,0.6343,0.125,0.007255077362060547,0.005097627639770508,1,1,HEFT
Rand,0.4968,0.3392,0.588,0.5,0.007363557815551758,0.005097627639770508,1,1,HEFT
CPF,0.4951,0.3525,0.5032,0.125,0.009183645248413086,0.0036525726318359375,1,1,CPOP
ICRB,0.5118,0.3432,0.6514,0.375,0.007311344146728516,0.0036525726318359375,1,1,CPOP
STO,0.4995,0.3493,0.5534,0.0,0.006654262542724609,0.0036525726318359375,1,1,CPOP
Rand,0.5058,0.3318,0.8454,0.625,0.005978822708129883,0.0036525726318359375,1,1,CPOP
CPF,0.526,0.365,0.4144,0.25,0.006514310836791992,0.003968238830566406,1,1,HEFT
ICRB,0.526,0.365,0.4144,0.25,0.006330966949462891,0.003968238830566406,1,1,HEFT
STO,0.5124,0.3392,0.7863,0.0,0.006110668182373047,0.003968238830566406,1,1,HEFT
Rand,0.5054,0.3259,1.0,0.375,0.00608062744140625,0.003968238830566406,1,1,HEFT
CPF,0.526,0.365,0.4144,0.25,0.009143590927124023,0.003659486770629883,1,1,CPOP
ICRB,0.526,0.365,0.4144,0.25,0.00637054443359375,0.003659486770629883,1,1,CPOP
STO,0.5124,0.3392,0.7863,0.0,0.007048606872558594,0.003659486770629883,1,1,CPOP
Rand,0.4906,0.3259,1.0,1.0,0.006966829299926758,0.003659486770629883,1,1,CPOP
CPF,0.4277,0.2907,0.5401,0.375,0.005537748336791992,0.0031690597534179688,1,1,HEFT
ICRB,0.4415,0.2808,0.7298,0.375,0.005236387252807617,0.0031690597534179688,1,1,HEFT
STO,0.4304,0.2808,0.7301,0.125,0.004992961883544922,0.0031690597534179688,1,1,HEFT
Rand,0.4291,0.2951,0.4599,0.875,0.005235433578491211,0.0031690597534179688,1,1,HEFT
CPF,0.4277,0.2907,0.5401,0.375,0.008822441101074219,0.004858732223510742,1,1,CPOP
ICRB,0.4415,0.2808,0.7298,0.375,0.007382392883300781,0.004858732223510742,1,1,CPOP
STO,0.4304,0.2808,0.7301,0.125,0.007150173187255859,0.004858732223510742,1,1,CPOP
Rand,0.4339,0.291,0.5356,0.625,0.007255077362060547,0.004858732223510742,1,1,CPOP
CPF,0.4568,0.3216,0.5659,0.375,0.008931398391723633,0.005299806594848633,1,1,HEFT
ICRB,0.4568,0.3216,0.5659,0.375,0.008939266204833984,0.005299806594848633,1,1,HEFT
STO,0.4368,0.3207,0.5811,0.125,0.007862567901611328,0.005299806594848633,1,1,HEFT
Rand,0.4521,0.3092,0.7821,0.875,0.007562875747680664,0.005299806594848633,1,1,HEFT
CPF,0.4744,0.3339,0.4567,0.375,0.0065538883209228516,0.003866434097290039,1,1,CPOP
ICRB,0.4744,0.3339,0.4567,0.375,0.006399869918823242,0.003866434097290039,1,1,CPOP
STO,0.4368,0.3207,0.7273,0.125,0.006143808364868164,0.003866434097290039,1,1,CPOP
Rand,0.4688,0.3207,0.7273,0.5,0.006177186965942383,0.003866434097290039,1,1,CPOP
CPF,0.4805,0.3709,0.3789,0.25,0.009518146514892578,0.0036954879760742188,1,1,HEFT
ICRB,0.491,0.3424,0.8415,0.25,0.0071620941162109375,0.0036954879760742188,1,1,HEFT
STO,0.4822,0.346,0.7796,0.125,0.006539344787597656,0.0036954879760742188,1,1,HEFT
Rand,0.4954,0.352,0.677,0.5,0.0058727264404296875,0.0036954879760742188,1,1,HEFT
CPF,0.4805,0.3709,0.3789,0.25,0.008092641830444336,0.005312681198120117,1,1,CPOP
ICRB,0.491,0.3424,0.8415,0.25,0.00784611701965332,0.005312681198120117,1,1,CPOP
STO,0.4822,0.346,0.7796,0.125,0.007855892181396484,0.005312681198120117,1,1,CPOP
Rand,0.4785,0.3658,0.4566,0.25,0.00761866569519043,0.005312681198120117,1,1,CPOP
CPF,0.4249,0.2599,0.6403,0.5,0.008716821670532227,0.003412008285522461,1,1,HEFT
ICRB,0.4458,0.2599,0.6403,0.375,0.006194591522216797,0.003412008285522461,1,1,HEFT
STO,0.4331,0.2668,0.5398,0.25,0.0066492557525634766,0.003412008285522461,1,1,HEFT
Rand,0.4283,0.2539,0.7315,0.625,0.006250619888305664,0.003412008285522461,1,1,HEFT
CPF,0.4477,0.2738,0.5515,0.5,0.005590200424194336,0.0032677650451660156,1,1,CPOP
ICRB,0.4697,0.2738,0.5515,0.375,0.0054662227630615234,0.0032677650451660156,1,1,CPOP
STO,0.4475,0.2757,0.5206,0.125,0.005308866500854492,0.0032677650451660156,1,1,CPOP
Rand,0.4561,0.2938,0.2389,0.625,0.0056989192962646484,0.0032677650451660156,1,1,CPOP
CPF,0.4699,0.3422,0.4218,0.375,0.008821249008178711,0.0057430267333984375,1,1,HEFT
ICRB,0.4716,0.3246,0.7324,0.375,0.00968027114868164,0.0057430267333984375,1,1,HEFT
STO,0.4772,0.3378,0.4971,0.0,0.008259296417236328,0.0057430267333984375,1,1,HEFT
Rand,0.4716,0.3246,0.7324,0.75,0.009087085723876953,0.0057430267333984375,1,1,HEFT
CPF,0.4699,0.3422,0.4218,0.375,0.00639796257019043,0.003723621368408203,1,1,CPOP
ICRB,0.4716,0.3246,0.7324,0.375,0.006186008453369141,0.003723621368408203,1,1,CPOP
STO,0.4772,0.3378,0.4971,0.0,0.005990743637084961,0.003723621368408203,1,1,CPOP
Rand,0.4629,0.3246,0.7324,0.75,0.006097316741943359,0.003723621368408203,1,1,CPOP
CPF,0.4973,0.3382,0.4838,0.375,0.006509542465209961,0.003943204879760742,1,1,HEFT
ICRB,0.4885,0.32,0.745,0.375,0.00674128532409668,0.003943204879760742,1,1,HEFT
STO,0.4697,0.3205,0.7388,0.125,0.006997346878051758,0.003943204879760742,1,1,HEFT
Rand,0.4732,0.3286,0.6184,0.625,0.0071260929107666016,0.003943204879760742,1,1,HEFT
CPF,0.5182,0.3524,0.3662,0.375,0.006847381591796875,0.004086971282958984,1,1,CPOP
ICRB,0.5078,0.3327,0.6869,0.375,0.007065296173095703,0.004086971282958984,1,1,CPOP
STO,0.4884,0.3332,0.6793,0.0,0.007643699645996094,0.004086971282958984,1,1,CPOP
Rand,0.4988,0.3155,1.0,0.5,0.006929636001586914,0.004086971282958984,1,1,CPOP
CPF,0.4366,0.2708,0.6725,0.5,0.006322383880615234,0.0036008358001708984,1,1,HEFT
ICRB,0.4506,0.3078,0.2214,0.375,0.007504940032958984,0.0036008358001708984,1,1,HEFT
STO,0.4363,0.2701,0.6826,0.125,0.0075795650482177734,0.0036008358001708984,1,1,HEFT
Rand,0.447,0.2663,0.7366,0.375,0.006864786148071289,0.0036008358001708984,1,1,HEFT
CPF,0.4366,0.2708,0.702,0.5,0.006556510925292969,0.0037946701049804688,1,1,CPOP
ICRB,0.4506,0.3078,0.2311,0.375,0.006269931793212891,0.0037946701049804688,1,1,CPOP
STO,0.4363,0.2701,0.7125,0.125,0.006118059158325195,0.0037946701049804688,1,1,CPOP
Rand,0.468,0.2701,0.7125,0.75,0.0062181949615478516,0.0037946701049804688,1,1,CPOP
CPF,0.4905,0.3376,0.704,0.5,0.007762908935546875,0.005141019821166992,1,1,HEFT
ICRB,0.4603,0.3376,0.704,0.625,0.0075266361236572266,0.005141019821166992,1,1,HEFT
STO,0.4905,0.3376,0.704,0.125,0.007293224334716797,0.005141019821166992,1,1,HEFT
Rand,0.4831,0.3216,1.0,0.625,0.008645057678222656,0.005141019821166992,1,1,HEFT
CPF,0.4905,0.3376,0.704,0.5,0.010276317596435547,0.0045528411865234375,1,1,CPOP
ICRB,0.4603,0.3376,0.704,0.625,0.0072934627532958984,0.0045528411865234375,1,1,CPOP
STO,0.4905,0.3376,0.704,0.125,0.0069217681884765625,0.0045528411865234375,1,1,CPOP
Rand,0.4731,0.3368,0.7175,0.75,0.00766444206237793,0.0045528411865234375,1,1,CPOP
CPF,0.5038,0.3538,0.4305,0.375,0.008444786071777344,0.0056781768798828125,1,1,HEFT
ICRB,0.4967,0.3242,0.8209,0.25,0.010546445846557617,0.0056781768798828125,1,1,HEFT
STO,0.5061,0.3585,0.3737,0.0,0.008084535598754883,0.0056781768798828125,1,1,HEFT
Rand,0.5054,0.3414,0.585,0.375,0.00853109359741211,0.0056781768798828125,1,1,HEFT
CPF,0.5038,0.3538,0.5105,0.375,0.008262872695922852,0.005506992340087891,1,1,CPOP
ICRB,0.5139,0.3355,0.7877,0.25,0.00796198844909668,0.005506992340087891,1,1,CPOP
STO,0.5061,0.3585,0.4431,0.0,0.0077953338623046875,0.005506992340087891,1,1,CPOP
Rand,0.4971,0.3397,0.7202,0.625,0.00782465934753418,0.005506992340087891,1,1,CPOP
CPF,0.4619,0.3166,0.7511,0.5,0.007506847381591797,0.004029512405395508,1,1,HEFT
ICRB,0.4742,0.3157,0.7631,0.375,0.00854349136352539,0.004029512405395508,1,1,HEFT
STO,0.4805,0.3299,0.5789,0.125,0.00628662109375,0.004029512405395508,1,1,HEFT
Rand,0.4801,0.3289,0.5909,0.625,0.00630640983581543,0.004029512405395508,1,1,HEFT
CPF,0.477,0.3269,0.7121,0.5,0.00646209716796875,0.003761768341064453,1,1,CPOP
ICRB,0.4897,0.326,0.726,0.375,0.006237983703613281,0.003761768341064453,1,1,CPOP
STO,0.4969,0.3411,0.5128,0.0,0.006136417388916016,0.003761768341064453,1,1,CPOP
Rand,0.4689,0.3084,1.0,0.75,0.006661176681518555,0.003761768341064453,1,1,CPOP
CPF,0.4366,0.291,0.4886,0.375,0.006019115447998047,0.003464937210083008,1,1,HEFT
ICRB,0.4513,0.291,0.4886,0.375,0.005856037139892578,0.003464937210083008,1,1,HEFT
STO,0.4125,0.2759,0.7582,0.125,0.005837678909301758,0.003464937210083008,1,1,HEFT
Rand,0.4446,0.2746,0.7834,0.5,0.006570339202880859,0.003464937210083008,1,1,HEFT
CPF,0.4366,0.291,0.4886,0.375,0.008086919784545898,0.0041387081146240234,1,1,CPOP
ICRB,0.4513,0.291,0.4886,0.375,0.00846719741821289,0.0041387081146240234,1,1,CPOP
STO,0.4125,0.2759,0.7582,0.125,0.006535768508911133,0.0041387081146240234,1,1,CPOP
Rand,0.4457,0.2774,0.7304,0.5,0.006463050842285156,0.0041387081146240234,1,1,CPOP
CPF,0.5255,0.3662,0.7185,0.375,0.008476972579956055,0.004216194152832031,1,1,HEFT
ICRB,0.5602,0.3587,0.8172,0.5,0.010439157485961914,0.004216194152832031,1,1,HEFT
STO,0.5434,0.3662,0.7185,0.0,0.0067179203033447266,0.004216194152832031,1,1,HEFT
Rand,0.552,0.3458,1.0,0.625,0.006999492645263672,0.004216194152832031,1,1,HEFT
CPF,0.5255,0.3662,0.7185,0.375,0.006893634796142578,0.004105091094970703,1,1,CPOP
ICRB,0.5602,0.3587,0.8172,0.5,0.009344339370727539,0.004105091094970703,1,1,CPOP
STO,0.5434,0.3662,0.7185,0.0,0.007026195526123047,0.004105091094970703,1,1,CPOP
Rand,0.5602,0.3587,0.8172,0.625,0.007146120071411133,0.004105091094970703,1,1,CPOP
CPF,0.4905,0.2935,0.5254,0.375,0.006048917770385742,0.00337982177734375,1,1,HEFT
