gid,core,Maximum memory
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.980917743894458
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8235984782032845
1.0,2.0,0.9734964616162316
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8834890244066703
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8227723381258425
1.0,2.0,0.9228750443512
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8568809935022815
1.0,2.0,0.9697474368538069
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8968571067082716
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8478273190629888
1.0,2.0,0.9681426551633052
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8687022165827408
1.0,2.0,0.9344049895913372
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9276225423664788
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.943303414046492
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8602738642334913
1.0,2.0,0.9471512137164848
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9186726052129048
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9046191024202814
1.0,2.0,0.9699811596092149
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.7605609711364719
1.0,2.0,0.9154189781240673
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8956292853844288
1.0,2.0,0.9541620855139477
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9079265706251294
1.0,2.0,0.9999005895062992
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,1.0
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,1.0
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9201736498621486
1.0,2.0,0.9625284057749284
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8662793120350741
1.0,2.0,0.9776264232784384
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9107931515556784
1.0,2.0,0.9695071478330064
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8614456147002509
1.0,2.0,0.9483717812309612
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8578993734744665
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8075512140119122
1.0,2.0,0.9147640148842556
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9243345920118726
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.832640101332525
1.0,2.0,0.9462149367649612
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,1.0
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8996988911789072
1.0,2.0,0.9967303531820048
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.7571761231333423
1.0,2.0,0.9071423494015948
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,1.0
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9293364671547946
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8780998614590925
1.0,2.0,0.9456768647546968
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.89747221793324
1.0,2.0,0.991337470776644
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9827447463750802
1.0,2.0,0.9827447463750802
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8399123481536662
1.0,2.0,0.9627430079050098
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9348768877503384
1.0,2.0,0.9780977548969176
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8125257327929972
1.0,2.0,0.9572516138054632
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.7691977059060977
1.0,2.0,0.9062690369971148
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8801492415196583
1.0,2.0,0.9846149308358152
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8896285086083068
1.0,2.0,0.9900168934174636
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.820546680735912
1.0,2.0,0.9189461366692306
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9378023531292016
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8346724005363126
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8832592225372545
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8696344524522324
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.918953870740254
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.913522950977392
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,1.0
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9652260186073984
1.0,2.0,0.983387786479992
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8437767542673349
1.0,2.0,0.9235215931497176
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8042226724677466
1.0,2.0,0.9568005312494998
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9806033025745684
1.0,2.0,0.9977404112597782
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8635871688183495
1.0,2.0,0.9358067903596532
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.924323100481302
1.0,2.0,0.9659344705371778
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8327691539374916
1.0,2.0,0.985839921632385
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8589977250069486
1.0,2.0,0.9305263147498858
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.7837043572540559
1.0,2.0,0.920068723080952
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9126709723107572
1.0,2.0,0.9827057305653282
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8507007841780795
1.0,2.0,0.9893003959655972
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8979998369873083
1.0,2.0,0.9566617524336268
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8213015968232342
1.0,2.0,0.9534947386599107
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9145391143912144
1.0,2.0,0.9799503297662542
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8266613683323657
1.0,2.0,0.9673800512935646
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8323212550361355
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8459594369347092
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8255178539198414
1.0,2.0,0.961531268259388
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8744023413078518
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.892784706664076
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9441480385320964
1.0,2.0,0.9913291015498332
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9178719146631271
1.0,2.0,0.9941197782851312
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.7817491698756313
1.0,2.0,0.9175226681616412
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.919695127430748
1.0,2.0,0.992629684574446
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9252668779593624
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8432927467235175
1.0,2.0,0.9250382987548268
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8679711066396385
1.0,2.0,0.9358797773357762
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8081771373860742
1.0,2.0,0.9134483155956608
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9245480784334776
1.0,2.0,1.0
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9899109729360756
1.0,2.0,0.9975800449867912
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8292933681678102
1.0,2.0,0.9228005735230044
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.7856685461477502
1.0,2.0,0.8957390847402062
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9331197469589416
1.0,2.0,0.9903352922209792
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.9817786918864516
1.0,2.0,0.9975015834830616
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
1.0,6.0,1.0
1.0,1.0,0.8113553853498856
1.0,2.0,0.9135305212311452
1.0,3.0,1.0
1.0,4.0,1.0
1.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7815758415630131
2.0,2.0,0.8665077522236851
2.0,3.0,0.9138269463838096
2.0,4.0,0.9577848263028864
2.0,5.0,0.9863313934701196
2.0,6.0,1.0
2.0,1.0,0.7862290417022441
2.0,2.0,0.8726299099345683
2.0,3.0,0.957259277008778
2.0,4.0,0.9806524958084302
2.0,5.0,0.9997053213353716
2.0,6.0,1.0
2.0,1.0,0.8448200243316832
2.0,2.0,0.9221903589738332
2.0,3.0,0.9861981970400692
2.0,4.0,0.9999434507652568
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7500181148215931
2.0,2.0,0.8559728728503759
2.0,3.0,0.9232510895221466
2.0,4.0,0.98453728388767
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7741788258677904
2.0,2.0,0.8628649841651398
2.0,3.0,0.8997693193813309
2.0,4.0,0.9363692753507188
2.0,5.0,0.9701638410986836
2.0,6.0,1.0
2.0,1.0,0.8367903706576412
2.0,2.0,0.9161980937201162
2.0,3.0,0.970390377752687
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7667719251259344
2.0,2.0,0.8448458362315162
2.0,3.0,0.9018858935256951
2.0,4.0,0.9535623504061196
2.0,5.0,0.9824351550658648
2.0,6.0,1.0
2.0,1.0,0.8457703275274479
2.0,2.0,0.9054394835514707
2.0,3.0,0.9589981730660416
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7411582974577523
2.0,2.0,0.8190395306593469
2.0,3.0,0.8740589998824672
2.0,4.0,0.9285457769525032
2.0,5.0,0.9774602219518144
2.0,6.0,1.0
2.0,1.0,0.7888220345396245
2.0,2.0,0.8940441038532632
2.0,3.0,0.9547063612783906
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8553932720032887
2.0,2.0,0.9306407229014884
2.0,3.0,1.0
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8223273078319434
2.0,2.0,0.9020531006132336
2.0,3.0,0.9715664425796604
2.0,4.0,0.9972125617902085
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7670158639337284
2.0,2.0,0.8478595675804351
2.0,3.0,0.9231331644071822
2.0,4.0,0.9651970539459998
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7737088056654268
2.0,2.0,0.8572469997961373
2.0,3.0,0.9291267190489878
2.0,4.0,0.9866673466134828
2.0,5.0,0.999990797810965
2.0,6.0,1.0
2.0,1.0,0.8244098983377962
2.0,2.0,0.92007087348799
2.0,3.0,0.9807658608082016
2.0,4.0,0.9984116308556306
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8459159131587081
2.0,2.0,0.9066438033950704
2.0,3.0,0.9631391895897636
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7853526714085785
2.0,2.0,0.8580286754415305
2.0,3.0,0.917082932433904
2.0,4.0,0.9614385080455892
2.0,5.0,0.9859374918446788
2.0,6.0,1.0
2.0,1.0,0.8643104022199166
2.0,2.0,0.9471210334772896
2.0,3.0,0.9855454720461012
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8928990386940735
2.0,2.0,0.9732853771400284
2.0,3.0,0.9925276368431432
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7863657772152298
2.0,2.0,0.8589304389993359
2.0,3.0,0.9308239001192076
2.0,4.0,0.9747682233545222
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8592891892109359
2.0,2.0,0.9457899954713496
2.0,3.0,1.0
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.9026774996825148
2.0,2.0,0.9458845865832556
2.0,3.0,0.9824874103418972
2.0,4.0,0.9912645452860376
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8092875732129745
2.0,2.0,0.8768783697034808
2.0,3.0,0.9308335055298032
2.0,4.0,0.9682122466967328
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7381382564850747
2.0,2.0,0.826830792565891
2.0,3.0,0.908667500136788
2.0,4.0,0.9610541138897436
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8981853799050079
2.0,2.0,0.9553076940590699
2.0,3.0,0.9999423669102552
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8786605280365467
2.0,2.0,0.9348524312375962
2.0,3.0,0.9828114335562776
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7209724171748222
2.0,2.0,0.8185768847894057
2.0,3.0,0.8771041743272472
2.0,4.0,0.921525471194202
2.0,5.0,0.9651420485657124
2.0,6.0,1.0
2.0,1.0,0.9004976683205691
2.0,2.0,0.958711846080314
2.0,3.0,0.9969604175472424
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7714051646106347
2.0,2.0,0.8600138567772788
2.0,3.0,0.9219965222712252
2.0,4.0,0.963205382475138
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7131671853192986
2.0,2.0,0.805263035816585
2.0,3.0,0.8725555084668468
2.0,4.0,0.9351373438690391
2.0,5.0,0.9910707949796372
2.0,6.0,1.0
2.0,1.0,0.8602731197406468
2.0,2.0,0.9350041921743552
2.0,3.0,0.9834754632875083
2.0,4.0,0.9934574760335758
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8223346510006304
2.0,2.0,0.8953900341808045
2.0,3.0,0.943110467882616
2.0,4.0,0.9750585759027914
2.0,5.0,0.9991952541661926
2.0,6.0,1.0
2.0,1.0,0.804549501796162
2.0,2.0,0.8712794841811621
2.0,3.0,0.9327862870029512
2.0,4.0,0.9818405500873602
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.9186122644762176
2.0,2.0,0.9552666954937066
2.0,3.0,0.9741537727142104
2.0,4.0,0.9891892576229798
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.83534019226565
2.0,2.0,0.9100785923520174
2.0,3.0,0.9691649958430468
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8519508712294671
2.0,2.0,0.9432803831235524
2.0,3.0,1.0
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7334131762340848
2.0,2.0,0.8105143252283341
2.0,3.0,0.8836998788020289
2.0,4.0,0.9399989288679024
2.0,5.0,0.9930015134257448
2.0,6.0,1.0
2.0,1.0,0.7427168815720389
2.0,2.0,0.8254507197601171
2.0,3.0,0.8929871498480231
2.0,4.0,0.9559053238327846
2.0,5.0,0.98447765143152
2.0,6.0,1.0
2.0,1.0,0.8805964996503323
2.0,2.0,0.9413469788622936
2.0,3.0,1.0
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.9347911014503688
2.0,2.0,0.9908824271614484
2.0,3.0,1.0
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8029630615355341
2.0,2.0,0.8767288098598244
2.0,3.0,0.9364305119323396
2.0,4.0,0.9939479686660344
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8208183672092119
2.0,2.0,0.8799916301070526
2.0,3.0,0.932723386542296
2.0,4.0,0.9707060070653856
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.902825329813786
2.0,2.0,0.948762529162975
2.0,3.0,0.974911666739676
2.0,4.0,0.9978845107990304
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8229861414440011
2.0,2.0,0.8870098340822377
2.0,3.0,0.9485471291403992
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8744713954658385
2.0,2.0,0.916864143386635
2.0,3.0,0.951161462553328
2.0,4.0,0.9770292644846088
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8465247239276182
2.0,2.0,0.901375393556137
2.0,3.0,0.9441759430712696
2.0,4.0,0.9674596923186868
2.0,5.0,0.985008062296236
2.0,6.0,1.0
2.0,1.0,0.7790603818865326
2.0,2.0,0.8746365669366676
2.0,3.0,0.9484433381372211
2.0,4.0,0.9821271096536514
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7715875311150054
2.0,2.0,0.8542198296521938
2.0,3.0,0.9327011217227776
2.0,4.0,0.9968240634763428
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8546726591064112
2.0,2.0,0.9439842390949384
2.0,3.0,0.9859187614210576
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8583888198586325
2.0,2.0,0.9240579710440155
2.0,3.0,0.964031458099987
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8116124745219692
2.0,2.0,0.8914274284748336
2.0,3.0,0.9452097050825248
2.0,4.0,0.9856517166915174
2.0,5.0,0.9946032246138408
2.0,6.0,1.0
2.0,1.0,0.8256586578322265
2.0,2.0,0.8825079897622359
2.0,3.0,0.9299171161063158
2.0,4.0,0.9755823481311284
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7956693070221773
2.0,2.0,0.8713705568768334
2.0,3.0,0.9231042415788466
2.0,4.0,0.9546497413432408
2.0,5.0,0.9781123395140352
2.0,6.0,1.0
2.0,1.0,0.8150135356976848
2.0,2.0,0.902956860712644
2.0,3.0,0.9377420811691356
2.0,4.0,0.9684945419468723
2.0,5.0,0.985402087991368
2.0,6.0,1.0
2.0,1.0,0.8246319549173269
2.0,2.0,0.913149857191514
2.0,3.0,0.9613512661236908
2.0,4.0,0.9960067438292896
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7679381695417201
2.0,2.0,0.8663668430015941
2.0,3.0,0.9433248482840391
2.0,4.0,0.9732061744409741
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.9190638285494348
2.0,2.0,0.9526785993303556
2.0,3.0,0.9821176885607104
2.0,4.0,0.9949079558106791
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.9499063480048824
2.0,2.0,0.976480915507126
2.0,3.0,1.0
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7641816532569696
2.0,2.0,0.8600572130933287
2.0,3.0,0.9153135808414858
2.0,4.0,0.9592706225034908
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7041032786890051
2.0,2.0,0.8106223152168069
2.0,3.0,0.8943485649704191
2.0,4.0,0.9593260639364691
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7304771059249676
2.0,2.0,0.828387518544647
2.0,3.0,0.8928780005564588
2.0,4.0,0.9529388454690804
2.0,5.0,0.9896483062563836
2.0,6.0,1.0
2.0,1.0,0.8016660620064056
2.0,2.0,0.8860655217943206
2.0,3.0,0.9683235319623114
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7533367812645282
2.0,2.0,0.8551522070937364
2.0,3.0,0.930707267365899
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8950878714592166
2.0,2.0,0.9619571165521392
2.0,3.0,0.9965263294459225
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8256193234381228
2.0,2.0,0.9059864264490606
2.0,3.0,0.953577628356916
2.0,4.0,0.9846170230815948
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7715338147690031
2.0,2.0,0.8530602873289164
2.0,3.0,0.9243523097649444
2.0,4.0,0.9600184801707896
2.0,5.0,0.9930335113738084
2.0,6.0,1.0
