Type,Total Pct.,Calculation Pct.,EDER,DOR,Time,Heft Time,gid,Case
ICRB,0.388,0.2722,0.6515,0.3333,0.005911350250244141,0.004021406173706055,1,6
STO,0.4047,0.2892,0.3485,0.0,0.0057337284088134766,0.004021406173706055,1,6
Rand,0.3759,0.255,1.0,0.4444,0.005785226821899414,0.004021406173706055,1,6
SFE,0.0,0.0,0.0,0.0,0.0,0.0,1,6
SFD,0.0,0.0,0.3485,0.0,0.0,0.0,1,6
CPF,0.4202,0.3006,0.3295,0.2,0.005057573318481445,0.0029811859130859375,1,7
ICRB,0.4088,0.2684,0.8602,0.3,0.00494384765625,0.0029811859130859375,1,7
STO,0.4306,0.3054,0.2596,0.1,0.004752635955810547,0.0029811859130859375,1,7
Rand,0.4383,0.276,0.7229,0.6,0.00483393669128418,0.0029811859130859375,1,7
SFE,0.0,0.0,0.2596,0.4,0.0,0.0,1,7
SFD,0.0,0.0,0.2596,0.1,0.0,0.0,1,7
CPF,0.4599,0.3192,0.0,0.2,0.0049479007720947266,0.002962350845336914,1,8
ICRB,0.4112,0.2843,0.3846,0.2,0.004735708236694336,0.002962350845336914,1,8
STO,0.474,0.2843,0.3846,0.1,0.004602909088134766,0.002962350845336914,1,8
Rand,0.4741,0.3192,0.0,0.1,0.004601955413818359,0.002962350845336914,1,8
SFE,0.0,0.0,0.0,0.2,0.0,0.0,1,8
SFD,0.0,0.0,0.3846,0.0,0.0,0.0,1,8
CPF,0.7422,0.4944,0.5786,0.6667,0.004612445831298828,0.0025937557220458984,1,0
ICRB,0.7344,0.5022,0.5329,0.3333,0.004403352737426758,0.0025937557220458984,1,0
STO,0.7475,0.4584,0.8121,0.2222,0.004263162612915039,0.0025937557220458984,1,0
Rand,0.7156,0.4507,0.8674,0.7778,0.0043070316314697266,0.0025937557220458984,1,0
SFE,0.0,0.0,0.3866,0.4444,0.0,0.0,1,0
SFD,0.0,0.0,0.4961,0.2222,0.0,0.0,1,0
CPF,0.543,0.3846,0.4758,0.3333,0.0047779083251953125,0.0027840137481689453,1,1
ICRB,0.543,0.3846,0.4758,0.3333,0.0046269893646240234,0.0027840137481689453,1,1
STO,0.5941,0.3765,0.5796,0.1111,0.004477739334106445,0.0027840137481689453,1,1
Rand,0.5875,0.3757,0.5897,0.7778,0.004522562026977539,0.0027840137481689453,1,1
SFE,0.0,0.0,0.2064,0.3333,0.0,0.0,1,1
SFD,0.0,0.0,0.5796,0.1111,0.0,0.0,1,1
CPF,0.469,0.3319,0.5167,0.2222,0.00492095947265625,0.0028858184814453125,1,2
ICRB,0.4774,0.3397,0.4475,0.6667,0.004832267761230469,0.0028858184814453125,1,2
STO,0.4898,0.3201,0.6272,0.2222,0.0046329498291015625,0.0028858184814453125,1,2
Rand,0.473,0.3188,0.6399,0.5556,0.004654884338378906,0.0028858184814453125,1,2
SFE,0.0,0.0,0.3337,0.3333,0.0,0.0,1,2
SFD,0.0,0.0,0.4706,0.1111,0.0,0.0,1,2
CPF,0.3205,0.2164,0.196,0.4444,0.006455421447753906,0.004281520843505859,1,3
ICRB,0.299,0.1905,0.8359,0.6667,0.006213665008544922,0.004281520843505859,1,3
STO,0.3203,0.1973,0.6519,0.2222,0.006039619445800781,0.004281520843505859,1,3
Rand,0.317,0.1916,0.804,0.7778,0.006094455718994141,0.004281520843505859,1,3
SFE,0.0,0.0,0.196,0.4444,0.0,0.0,1,3
SFD,0.0,0.0,0.6519,0.1111,0.0,0.0,1,3
CPF,0.3218,0.2094,0.2562,0.3333,0.006226062774658203,0.0032753944396972656,1,4
ICRB,0.3017,0.194,0.4737,0.3333,0.006031990051269531,0.0032753944396972656,1,4
STO,0.3282,0.1883,0.5631,0.2222,0.005822658538818359,0.0032753944396972656,1,4
Rand,0.3126,0.1701,0.8903,0.6667,0.0059053897857666016,0.0032753944396972656,1,4
SFE,0.0,0.0,0.2511,0.3333,0.0,0.0,1,4
SFD,0.0,0.0,0.3668,0.2222,0.0,0.0,1,4
CPF,0.4188,0.2808,0.8782,0.625,0.004962444305419922,0.00290679931640625,1,5
ICRB,0.4051,0.2879,0.7174,0.5,0.004794597625732422,0.00290679931640625,1,5
STO,0.4233,0.2757,1.0,0.25,0.004644155502319336,0.00290679931640625,1,5
Rand,0.4188,0.2835,0.8173,0.75,0.004683017730712891,0.00290679931640625,1,5
SFE,0.0,0.0,0.3335,0.375,0.0,0.0,1,5
SFD,0.0,0.0,0.8253,0.125,0.0,0.0,1,5
CPF,0.4947,0.3488,0.2231,0.1111,0.004922151565551758,0.0028667449951171875,1,6
ICRB,0.4506,0.3331,0.3956,0.2222,0.0047419071197509766,0.0028667449951171875,1,6
STO,0.4672,0.3193,0.5611,0.1111,0.00460052490234375,0.0028667449951171875,1,6
Rand,0.4723,0.3076,0.7139,0.3333,0.004641056060791016,0.0028667449951171875,1,6
SFE,0.0,0.0,0.2231,0.2222,0.0,0.0,1,6
SFD,0.0,0.0,0.2795,0.0,0.0,0.0,1,6
CPF,0.3755,0.2705,0.2103,0.4,0.00493311882019043,0.0028722286224365234,1,7
ICRB,0.3577,0.2608,0.3698,0.5,0.004743814468383789,0.0028722286224365234,1,7
STO,0.3703,0.2559,0.455,0.2,0.004585981369018555,0.0028722286224365234,1,7
Rand,0.3958,0.2538,0.4936,0.6,0.0046312808990478516,0.0028722286224365234,1,7
SFE,0.0,0.0,0.2103,0.4,0.0,0.0,1,7
SFD,0.0,0.0,0.455,0.2,0.0,0.0,1,7
CPF,0.4113,0.3024,0.2198,0.4,0.004968881607055664,0.0028803348541259766,1,8
ICRB,0.3867,0.2761,0.6292,0.2,0.0047490596771240234,0.0028803348541259766,1,8
STO,0.4191,0.3024,0.2198,0.1,0.0045888423919677734,0.0028803348541259766,1,8
Rand,0.4087,0.2857,0.47,0.3,0.004634857177734375,0.0028803348541259766,1,8
SFE,0.0,0.0,0.2198,0.3,0.0,0.0,1,8
SFD,0.0,0.0,0.2198,0.1,0.0,0.0,1,8
CPF,0.8557,0.4986,0.3402,0.4444,0.004649162292480469,0.0026254653930664062,1,0
ICRB,0.7853,0.4905,0.3778,0.3333,0.00442814826965332,0.0026254653930664062,1,0
STO,0.8431,0.4497,0.5892,0.1111,0.00427699089050293,0.0026254653930664062,1,0
Rand,0.8144,0.4121,0.8202,0.5556,0.004298686981201172,0.0026254653930664062,1,0
SFE,0.0,0.0,0.2956,0.3333,0.0,0.0,1,0
SFD,0.0,0.0,0.5892,0.1111,0.0,0.0,1,0
CPF,0.5577,0.4086,0.387,0.4444,0.0061953067779541016,0.004101991653442383,1,1
ICRB,0.5386,0.3705,0.7881,0.6667,0.005961894989013672,0.004101991653442383,1,1
STO,0.5939,0.3866,0.6087,0.1111,0.005795478820800781,0.004101991653442383,1,1
Rand,0.5478,0.3636,0.87,0.5556,0.0058176517486572266,0.004101991653442383,1,1
SFE,0.0,0.0,0.387,0.4444,0.0,0.0,1,1
SFD,0.0,0.0,0.5799,0.0,0.0,0.0,1,1
CPF,0.4621,0.3103,0.3883,0.4444,0.005005359649658203,0.0029172897338867188,1,2
ICRB,0.4373,0.293,0.6169,0.4444,0.004817008972167969,0.0029172897338867188,1,2
STO,0.4921,0.3103,0.3883,0.1111,0.0046312808990478516,0.0029172897338867188,1,2
Rand,0.463,0.2872,0.6998,0.6667,0.00469517707824707,0.0029172897338867188,1,2
SFE,0.0,0.0,0.1438,0.3333,0.0,0.0,1,2
SFD,0.0,0.0,0.3883,0.1111,0.0,0.0,1,2
CPF,0.3264,0.2003,0.2249,0.3333,0.005235195159912109,0.0031404495239257812,1,3
ICRB,0.3013,0.1813,0.6012,0.5556,0.0050830841064453125,0.0031404495239257812,1,3
STO,0.3312,0.1808,0.6129,0.1111,0.004912853240966797,0.0031404495239257812,1,3
Rand,0.3195,0.1732,0.7859,0.7778,0.004945516586303711,0.0031404495239257812,1,3
SFE,0.0,0.0,0.2249,0.3333,0.0,0.0,1,3
SFD,0.0,0.0,0.6129,0.1111,0.0,0.0,1,3
CPF,0.3122,0.2232,0.22,0.4444,0.006165742874145508,0.0032758712768554688,1,4
ICRB,0.2833,0.2136,0.4648,0.4444,0.005980491638183594,0.0032758712768554688,1,4
STO,0.309,0.2122,0.5004,0.2222,0.005757570266723633,0.0032758712768554688,1,4
Rand,0.2898,0.1993,0.8717,1.0,0.0058438777923583984,0.0032758712768554688,1,4
SFE,0.0,0.0,0.22,0.4444,0.0,0.0,1,4
SFD,0.0,0.0,0.7204,0.1111,0.0,0.0,1,4
CPF,0.4009,0.2665,0.5977,0.375,0.004973411560058594,0.002913951873779297,1,5
ICRB,0.3666,0.2469,1.0,0.5,0.004797458648681641,0.002913951873779297,1,5
STO,0.4224,0.2665,0.5977,0.375,0.004618644714355469,0.002913951873779297,1,5
Rand,0.4224,0.2665,0.5977,0.5,0.004659414291381836,0.002913951873779297,1,5
SFE,0.0,0.0,0.4624,0.375,0.0,0.0,1,5
SFD,0.0,0.0,0.6721,0.25,0.0,0.0,1,5
CPF,0.4111,0.2895,0.1792,0.5556,0.005001544952392578,0.002917766571044922,1,6
ICRB,0.3843,0.2621,0.6137,0.6667,0.004845619201660156,0.002917766571044922,1,6
STO,0.3955,0.2626,0.6047,0.1111,0.00464320182800293,0.002917766571044922,1,6
Rand,0.4119,0.2508,0.8208,0.4444,0.004707813262939453,0.002917766571044922,1,6
SFE,0.0,0.0,0.1792,0.5556,0.0,0.0,1,6
SFD,0.0,0.0,0.6047,0.0,0.0,0.0,1,6
CPF,0.4564,0.3018,0.2097,0.6,0.0050776004791259766,0.0029480457305908203,1,7
ICRB,0.4232,0.2666,0.6561,0.5,0.004889249801635742,0.0029480457305908203,1,7
STO,0.4489,0.2821,0.4457,0.1,0.004679203033447266,0.0029480457305908203,1,7
Rand,0.4289,0.2591,0.768,0.6,0.004763126373291016,0.0029480457305908203,1,7
SFE,0.0,0.0,0.2097,0.6,0.0,0.0,1,7
SFD,0.0,0.0,0.4457,0.1,0.0,0.0,1,7
CPF,0.4957,0.3434,0.3441,0.3,0.0050716400146484375,0.0029332637786865234,1,8
ICRB,0.4533,0.3261,0.5335,0.1,0.004858732223510742,0.0029332637786865234,1,8
STO,0.5086,0.3495,0.2827,0.2,0.004702091217041016,0.0029332637786865234,1,8
Rand,0.476,0.3266,0.5279,0.2,0.00474238395690918,0.0029332637786865234,1,8
SFE,0.0,0.0,0.1902,0.2,0.0,0.0,1,8
SFD,0.0,0.0,0.5335,0.0,0.0,0.0,1,8
CPF,0.872,0.5753,0.5367,0.3333,0.0045926570892333984,0.002591371536254883,1,0
ICRB,0.8268,0.5457,0.697,0.5556,0.004428386688232422,0.002591371536254883,1,0
STO,0.8211,0.5288,0.7964,0.3333,0.004255533218383789,0.002591371536254883,1,0
Rand,0.8481,0.5731,0.5481,0.5556,0.0042726993560791016,0.002591371536254883,1,0
SFE,0.0,0.0,0.2409,0.3333,0.0,0.0,1,0
SFD,0.0,0.0,0.5601,0.1111,0.0,0.0,1,0
CPF,0.5882,0.3914,0.4369,0.1111,0.004721164703369141,0.002737283706665039,1,1
ICRB,0.5402,0.3641,0.7411,0.4444,0.004591226577758789,0.002737283706665039,1,1
STO,0.6031,0.3769,0.5931,0.1111,0.004445314407348633,0.002737283706665039,1,1
Rand,0.5546,0.3641,0.7411,0.7778,0.00448155403137207,0.002737283706665039,1,1
SFE,0.0,0.0,0.3887,0.1111,0.0,0.0,1,1
SFD,0.0,0.0,0.5931,0.1111,0.0,0.0,1,1
CPF,0.4004,0.2629,0.6831,0.4444,0.004927873611450195,0.0029082298278808594,1,2
ICRB,0.3951,0.2629,0.6831,0.5556,0.004781961441040039,0.0029082298278808594,1,2
STO,0.3943,0.2522,0.8676,0.1111,0.004614591598510742,0.0029082298278808594,1,2
Rand,0.4058,0.2522,0.8676,0.7778,0.004647016525268555,0.0029082298278808594,1,2
SFE,0.0,0.0,0.6831,0.4444,0.0,0.0,1,2
SFD,0.0,0.0,0.8676,0.1111,0.0,0.0,1,2
CPF,0.3688,0.2331,0.6804,0.3333,0.0050504207611083984,0.0030646324157714844,1,3
ICRB,0.3599,0.2319,0.6991,0.4444,0.0048961639404296875,0.0030646324157714844,1,3
STO,0.3976,0.2311,0.7128,0.2222,0.004758119583129883,0.0030646324157714844,1,3
Rand,0.3968,0.2211,0.8823,0.6667,0.004763603210449219,0.0030646324157714844,1,3
SFE,0.0,0.0,0.3668,0.2222,0.0,0.0,1,3
SFD,0.0,0.0,0.7128,0.1111,0.0,0.0,1,3
CPF,0.3323,0.2401,0.21,0.4444,0.005485057830810547,0.003347635269165039,1,4
ICRB,0.3011,0.2076,0.8348,0.5556,0.0053250789642333984,0.003347635269165039,1,4
STO,0.3334,0.2278,0.4251,0.2222,0.005141258239746094,0.003347635269165039,1,4
Rand,0.3226,0.2117,0.745,0.4444,0.005211830139160156,0.003347635269165039,1,4
SFE,0.0,0.0,0.2018,0.3333,0.0,0.0,1,4
SFD,0.0,0.0,0.6103,0.1111,0.0,0.0,1,4
CPF,0.4419,0.276,0.7259,0.625,0.0060214996337890625,0.0040378570556640625,1,5
ICRB,0.4188,0.2776,0.7012,0.5,0.005799531936645508,0.0040378570556640625,1,5
STO,0.456,0.2737,0.7601,0.125,0.005651712417602539,0.0040378570556640625,1,5
Rand,0.4411,0.2587,1.0,0.5,0.005678653717041016,0.0040378570556640625,1,5
SFE,0.0,0.0,0.3183,0.25,0.0,0.0,1,5
SFD,0.0,0.0,0.9754,0.125,0.0,0.0,1,5
CPF,0.4981,0.3507,0.4278,0.2222,0.005783796310424805,0.002888202667236328,1,6
ICRB,0.4645,0.3435,0.5464,0.3333,0.005594968795776367,0.002888202667236328,1,6
STO,0.4997,0.3409,0.5902,0.1111,0.005347728729248047,0.002888202667236328,1,6
Rand,0.4676,0.3269,0.8376,0.2222,0.005436420440673828,0.002888202667236328,1,6
SFE,0.0,0.0,0.3481,0.1111,0.0,0.0,1,6
SFD,0.0,0.0,0.547,0.0,0.0,0.0,1,6
CPF,0.4224,0.3015,0.0,0.2,0.004882097244262695,0.0028829574584960938,1,7
ICRB,0.3871,0.259,0.5632,0.2,0.004755973815917969,0.0028829574584960938,1,7
STO,0.4258,0.2802,0.2614,0.2,0.004592180252075195,0.0028829574584960938,1,7
Rand,0.4413,0.2752,0.3279,0.3,0.00467228889465332,0.0028829574584960938,1,7
SFE,0.0,0.0,0.0,0.2,0.0,0.0,1,7
SFD,0.0,0.0,0.5632,0.2,0.0,0.0,1,7
CPF,0.4642,0.3212,0.2793,0.3,0.0050694942474365234,0.0029435157775878906,1,8
ICRB,0.4707,0.3503,0.0,0.2,0.004826545715332031,0.0029435157775878906,1,8
STO,0.4463,0.2881,0.6649,0.1,0.004693746566772461,0.0029435157775878906,1,8
Rand,0.4368,0.3022,0.4904,0.2,0.004693031311035156,0.0029435157775878906,1,8
SFE,0.0,0.0,0.0,0.1,0.0,0.0,1,8
SFD,0.0,0.0,0.4346,0.1,0.0,0.0,1,8
CPF,0.7156,0.4368,0.6171,0.3333,0.004512786865234375,0.0025429725646972656,1,0
ICRB,0.7183,0.4527,0.5222,0.6667,0.00435328483581543,0.0025429725646972656,1,0
STO,0.717,0.3995,0.8691,0.1111,0.004210710525512695,0.0025429725646972656,1,0
Rand,0.7193,0.4038,0.8373,0.5556,0.004242420196533203,0.0025429725646972656,1,0
SFE,0.0,0.0,0.4018,0.6667,0.0,0.0,1,0
SFD,0.0,0.0,0.8691,0.1111,0.0,0.0,1,0
CPF,0.5408,0.3532,0.709,0.4444,0.004706621170043945,0.002720355987548828,1,1
ICRB,0.553,0.3514,0.7272,0.4444,0.0045757293701171875,0.002720355987548828,1,1
STO,0.5631,0.3319,0.9427,0.2222,0.004408121109008789,0.002720355987548828,1,1
Rand,0.5648,0.3271,1.0,0.5556,0.0044558048248291016,0.002720355987548828,1,1
SFE,0.0,0.0,0.6108,0.4444,0.0,0.0,1,1
SFD,0.0,0.0,1.0,0.1111,0.0,0.0,1,1
CPF,0.4147,0.2873,0.7742,0.3333,0.005292177200317383,0.0032808780670166016,1,2
ICRB,0.4073,0.278,0.9198,0.4444,0.005176067352294922,0.0032808780670166016,1,2
STO,0.4272,0.2965,0.64,0.3333,0.00498509407043457,0.0032808780670166016,1,2
Rand,0.4148,0.2768,0.9392,0.6667,0.0050432682037353516,0.0032808780670166016,1,2
SFE,0.0,0.0,0.1911,0.3333,0.0,0.0,1,2
SFD,0.0,0.0,0.4283,0.1111,0.0,0.0,1,2
CPF,0.3531,0.2398,0.4993,0.3333,0.00496673583984375,0.0029900074005126953,1,3
ICRB,0.3261,0.2215,1.0,0.3333,0.004798412322998047,0.0029900074005126953,1,3
STO,0.339,0.2333,0.6674,0.0,0.004658699035644531,0.0029900074005126953,1,3
Rand,0.3501,0.2275,0.8264,0.5556,0.004683971405029297,0.0029900074005126953,1,3
SFE,0.0,0.0,0.4284,0.3333,0.0,0.0,1,3
SFD,0.0,0.0,0.6674,0.0,0.0,0.0,1,3
CPF,0.2707,0.1748,0.8725,0.4444,0.0055735111236572266,0.003360271453857422,1,4
ICRB,0.276,0.1786,0.7687,0.6667,0.006346940994262695,0.003360271453857422,1,4
STO,0.276,0.1704,1.0,0.2222,0.0061528682708740234,0.003360271453857422,1,4
Rand,0.2849,0.1704,1.0,0.6667,0.006275653839111328,0.003360271453857422,1,4
SFE,0.0,0.0,0.4877,0.2222,0.0,0.0,1,4
SFD,0.0,0.0,0.6152,0.1111,0.0,0.0,1,4
CPF,0.4166,0.2777,0.3728,0.5,0.0046994686126708984,0.002760171890258789,1,5
ICRB,0.4109,0.2683,0.506,0.375,0.004540205001831055,0.002760171890258789,1,5
STO,0.4297,0.2639,0.5719,0.25,0.004388093948364258,0.002760171890258789,1,5
Rand,0.4094,0.2419,0.9341,0.75,0.004419565200805664,0.002760171890258789,1,5
SFE,0.0,0.0,0.2642,0.5,0.0,0.0,1,5
SFD,0.0,0.0,0.4471,0.125,0.0,0.0,1,5
CPF,0.4226,0.2945,0.1794,0.5556,0.004971742630004883,0.002981424331665039,1,6
ICRB,0.3831,0.2661,0.6333,0.5556,0.004799842834472656,0.002981424331665039,1,6
STO,0.3997,0.274,0.4974,0.1111,0.004635334014892578,0.002981424331665039,1,6
Rand,0.4009,0.2576,0.7891,0.6667,0.0046672821044921875,0.002981424331665039,1,6
SFE,0.0,0.0,0.1794,0.5556,0.0,0.0,1,6
SFD,0.0,0.0,0.4974,0.1111,0.0,0.0,1,6
CPF,0.3696,0.2408,0.5517,0.2,0.006879568099975586,0.004007577896118164,1,7
ICRB,0.3696,0.2408,0.5517,0.2,0.006689548492431641,0.004007577896118164,1,7
STO,0.3762,0.2283,0.7703,0.1,0.006428956985473633,0.004007577896118164,1,7
Rand,0.3859,0.2165,1.0,0.5,0.0065462589263916016,0.004007577896118164,1,7
SFE,0.0,0.0,0.2992,0.2,0.0,0.0,1,7
SFD,0.0,0.0,1.0,0.1,0.0,0.0,1,7
CPF,0.3512,0.2434,0.5648,0.3,0.005614042282104492,0.003549337387084961,1,8
ICRB,0.3383,0.2391,0.6473,0.6,0.005435466766357422,0.003549337387084961,1,8
STO,0.3667,0.2434,0.5648,0.1,0.005255460739135742,0.003549337387084961,1,8
Rand,0.3678,0.2638,0.2133,0.4,0.005322456359863281,0.003549337387084961,1,8
SFE,0.0,0.0,0.2133,0.4,0.0,0.0,1,8
SFD,0.0,0.0,0.5648,0.1,0.0,0.0,1,8
CPF,0.7586,0.4469,0.7198,0.7778,0.004658937454223633,0.002606630325317383,1,0
ICRB,0.7566,0.4423,0.7526,0.7778,0.004465341567993164,0.002606630325317383,1,0
STO,0.8214,0.4709,0.56,0.1111,0.004269838333129883,0.002606630325317383,1,0
Rand,0.7506,0.4339,0.8133,0.6667,0.004313230514526367,0.002606630325317383,1,0
SFE,0.0,0.0,0.3705,0.4444,0.0,0.0,1,0
SFD,0.0,0.0,0.4622,0.1111,0.0,0.0,1,0
CPF,0.6579,0.4408,0.3785,0.3333,0.004751682281494141,0.002788543701171875,1,1
ICRB,0.6031,0.3943,0.7601,0.4444,0.0045278072357177734,0.002788543701171875,1,1
STO,0.6785,0.4103,0.6185,0.1111,0.00439906120300293,0.002788543701171875,1,1
Rand,0.6422,0.3925,0.7767,0.5556,0.004405498504638672,0.002788543701171875,1,1
SFE,0.0,0.0,0.2619,0.3333,0.0,0.0,1,1
SFD,0.0,0.0,0.5,0.1111,0.0,0.0,1,1
CPF,0.3972,0.2854,0.3793,0.5556,0.004994869232177734,0.0029375553131103516,1,2
ICRB,0.3728,0.259,0.8814,0.4444,0.0048029422760009766,0.0029375553131103516,1,2
STO,0.4095,0.2792,0.4896,0.3333,0.004653215408325195,0.0029375553131103516,1,2
Rand,0.3966,0.2694,0.672,0.5556,0.004676342010498047,0.0029375553131103516,1,2
SFE,0.0,0.0,0.2915,0.2222,0.0,0.0,1,2
SFD,0.0,0.0,0.5887,0.1111,0.0,0.0,1,2
CPF,0.3422,0.2126,0.3339,0.4444,0.005232572555541992,0.0031499862670898438,1,3
ICRB,0.3079,0.1987,0.5715,0.5556,0.005057573318481445,0.0031499862670898438,1,3
STO,0.3421,0.2032,0.4916,0.1111,0.004889011383056641,0.0031499862670898438,1,3
Rand,0.3359,0.1977,0.5906,0.6667,0.004930257797241211,0.0031499862670898438,1,3
SFE,0.0,0.0,0.1692,0.4444,0.0,0.0,1,3
SFD,0.0,0.0,0.4916,0.1111,0.0,0.0,1,3
CPF,0.2713,0.186,0.2601,0.4444,0.005433320999145508,0.003256559371948242,1,4
ICRB,0.2416,0.1591,1.0,0.5556,0.005200862884521484,0.003256559371948242,1,4
STO,0.2806,0.1824,0.3457,0.1111,0.0050427913665771484,0.003256559371948242,1,4
Rand,0.2584,0.164,0.8485,0.5556,0.005093812942504883,0.003256559371948242,1,4
SFE,0.0,0.0,0.1515,0.3333,0.0,0.0,1,4
SFD,0.0,0.0,0.3457,0.1111,0.0,0.0,1,4
CPF,0.3828,0.2645,0.5345,0.375,0.00484919548034668,0.0029227733612060547,1,5
ICRB,0.3666,0.2552,0.7641,0.375,0.004720211029052734,0.0029227733612060547,1,5
STO,0.3894,0.2525,0.8328,0.375,0.004541873931884766,0.0029227733612060547,1,5
Rand,0.3779,0.2516,0.8561,0.75,0.004581451416015625,0.0029227733612060547,1,5
SFE,0.0,0.0,0.2359,0.75,0.0,0.0,1,5
SFD,0.0,0.0,0.6889,0.125,0.0,0.0,1,5
CPF,0.4201,0.3044,0.2357,0.3333,0.0050144195556640625,0.002923727035522461,1,6
ICRB,0.3922,0.2912,0.5497,0.5556,0.00482487678527832,0.002923727035522461,1,6
STO,0.4119,0.2973,0.3999,0.0,0.0046503543853759766,0.002923727035522461,1,6
Rand,0.4176,0.2985,0.3723,0.4444,0.004678487777709961,0.002923727035522461,1,6
SFE,0.0,0.0,0.2357,0.3333,0.0,0.0,1,6
SFD,0.0,0.0,0.3999,0.0,0.0,0.0,1,6
CPF,0.4299,0.2905,0.0,0.2,0.005012989044189453,0.00292205810546875,1,7
ICRB,0.402,0.2447,0.5986,0.2,0.004860639572143555,0.00292205810546875,1,7
STO,0.4313,0.2489,0.5352,0.2,0.004703521728515625,0.00292205810546875,1,7
Rand,0.4185,0.2521,0.4884,0.4,0.0047605037689208984,0.00292205810546875,1,7
SFE,0.0,0.0,0.0,0.2,0.0,0.0,1,7
SFD,0.0,0.0,0.5352,0.1,0.0,0.0,1,7
CPF,0.4308,0.3106,0.0,0.3,0.005007028579711914,0.0029144287109375,1,8
ICRB,0.4088,0.2888,0.3433,0.5,0.004796504974365234,0.0029144287109375,1,8
STO,0.4246,0.3,0.1605,0.1,0.004637479782104492,0.0029144287109375,1,8
Rand,0.4035,0.2546,1.0,0.5,0.0046863555908203125,0.0029144287109375,1,8
SFE,0.0,0.0,0.0,0.2,0.0,0.0,1,8
SFD,0.0,0.0,0.1605,0.1,0.0,0.0,1,8
CPF,0.7488,0.5015,0.5669,0.4444,0.004550933837890625,0.002550840377807617,1,0
ICRB,0.734,0.5334,0.3509,0.5556,0.004353523254394531,0.002550840377807617,1,0
STO,0.7426,0.4866,0.6778,0.2222,0.004183053970336914,0.002550840377807617,1,0
Rand,0.7493,0.4727,0.7875,0.6667,0.00424957275390625,0.002550840377807617,1,0
SFE,0.0,0.0,0.2788,0.3333,0.0,0.0,1,0
SFD,0.0,0.0,0.583,0.1111,0.0,0.0,1,0
CPF,0.6196,0.381,0.2697,0.4444,0.004752397537231445,0.0027208328247070312,1,1
ICRB,0.5638,0.3568,0.5311,0.6667,0.004578828811645508,0.0027208328247070312,1,1
STO,0.639,0.3684,0.4009,0.1111,0.004400491714477539,0.0027208328247070312,1,1
Rand,0.5775,0.3203,1.0,0.6667,0.004433393478393555,0.0027208328247070312,1,1
SFE,0.0,0.0,0.1992,0.5556,0.0,0.0,1,1
SFD,0.0,0.0,0.4009,0.1111,0.0,0.0,1,1
CPF,0.4729,0.2845,0.4301,0.5556,0.0050122737884521484,0.0029451847076416016,1,2
ICRB,0.4166,0.2532,0.7987,0.7778,0.004823446273803711,0.0029451847076416016,1,2
STO,0.4713,0.2665,0.6314,0.0,0.0046541690826416016,0.0029451847076416016,1,2
Rand,0.4637,0.2475,0.8755,0.5556,0.0046918392181396484,0.0029451847076416016,1,2
SFE,0.0,0.0,0.3973,0.3333,0.0,0.0,1,2
SFD,0.0,0.0,0.6314,0.0,0.0,0.0,1,2
CPF,0.3728,0.2608,0.3781,0.2222,0.00593113899230957,0.003134489059448242,1,3
ICRB,0.3429,0.2369,0.7458,0.5556,0.00584864616394043,0.003134489059448242,1,3
STO,0.394,0.2608,0.3781,0.2222,0.005598783493041992,0.003134489059448242,1,3
Rand,0.365,0.2314,0.8411,0.5556,0.005643606185913086,0.003134489059448242,1,3
SFE,0.0,0.0,0.2542,0.3333,0.0,0.0,1,3
SFD,0.0,0.0,0.5371,0.1111,0.0,0.0,1,3
CPF,0.2849,0.2098,0.1556,0.2222,0.006772279739379883,0.004547595977783203,1,4
ICRB,0.2692,0.1959,0.5414,0.6667,0.0065004825592041016,0.004547595977783203,1,4
STO,0.2862,0.1911,0.6878,0.1111,0.0063419342041015625,0.004547595977783203,1,4
Rand,0.2841,0.1984,0.4678,0.5556,0.006387233734130859,0.004547595977783203,1,4
SFE,0.0,0.0,0.1556,0.2222,0.0,0.0,1,4
SFD,0.0,0.0,0.6878,0.1111,0.0,0.0,1,4
CPF,0.346,0.2209,0.7896,0.625,0.004969120025634766,0.002896547317504883,1,5
ICRB,0.3458,0.2203,0.8033,0.5,0.0047757625579833984,0.002896547317504883,1,5
STO,0.3607,0.2116,1.0,0.125,0.004639625549316406,0.002896547317504883,1,5
Rand,0.3617,0.2116,1.0,0.625,0.004653215408325195,0.002896547317504883,1,5
SFE,0.0,0.0,0.1893,0.625,0.0,0.0,1,5
SFD,0.0,0.0,0.6019,0.125,0.0,0.0,1,5
CPF,0.4785,0.3209,0.2681,0.2222,0.004950284957885742,0.0028760433197021484,1,6
ICRB,0.4476,0.3041,0.4968,0.2222,0.004729509353637695,0.0028760433197021484,1,6
STO,0.4716,0.2938,0.6503,0.1111,0.004597663879394531,0.0028760433197021484,1,6
Rand,0.4516,0.2866,0.7648,0.6667,0.0046765804290771484,0.0028760433197021484,1,6
SFE,0.0,0.0,0.2681,0.2222,0.0,0.0,1,6
SFD,0.0,0.0,0.5032,0.1111,0.0,0.0,1,6
CPF,0.4377,0.312,0.0,0.2,0.005090236663818359,0.0029816627502441406,1,7
ICRB,0.3888,0.2789,0.4972,0.2,0.004873991012573242,0.0029816627502441406,1,7
STO,0.4375,0.2789,0.4972,0.1,0.0047283172607421875,0.0029816627502441406,1,7
Rand,0.4165,0.2784,0.5047,0.4,0.004805088043212891,0.0029816627502441406,1,7
