Type,Total Pct.,Calculation Pct.,EDER,DOR,Time,Heft Time,gid,Case
Rand,0.7663,0.4634,1.0,0.7778,0.0042994022369384766,0.002547025680541992,1,0
SFE,0.0,0.0,0.3565,0.4444,0.0,0.0,1,0
SFD,0.0,0.0,0.5207,0.2222,0.0,0.0,1,0
CPF,0.5789,0.3824,0.1367,0.3333,0.004735231399536133,0.0026950836181640625,1,1
ICRB,0.5367,0.3456,0.6007,0.5556,0.004586219787597656,0.0026950836181640625,1,1
STO,0.5885,0.3693,0.2912,0.2222,0.004400968551635742,0.0026950836181640625,1,1
Rand,0.5655,0.3361,0.7374,0.5556,0.00442194938659668,0.0026950836181640625,1,1
SFE,0.0,0.0,0.1367,0.3333,0.0,0.0,1,1
SFD,0.0,0.0,0.2912,0.1111,0.0,0.0,1,1
CPF,0.4418,0.2807,0.3895,0.3333,0.004967451095581055,0.002917051315307617,1,2
ICRB,0.418,0.2638,0.6328,0.5556,0.004790067672729492,0.002917051315307617,1,2
STO,0.4646,0.2579,0.7259,0.1111,0.004643440246582031,0.002917051315307617,1,2
Rand,0.4447,0.2618,0.6636,0.4444,0.004687070846557617,0.002917051315307617,1,2
SFE,0.0,0.0,0.3895,0.3333,0.0,0.0,1,2
SFD,0.0,0.0,0.6249,0.1111,0.0,0.0,1,2
CPF,0.3425,0.2261,0.7542,0.7778,0.006460905075073242,0.004336357116699219,1,3
ICRB,0.3505,0.2491,0.3732,0.4444,0.006286144256591797,0.004336357116699219,1,3
STO,0.356,0.2322,0.6456,0.2222,0.006120443344116211,0.004336357116699219,1,3
Rand,0.3454,0.2234,0.8034,0.7778,0.006148815155029297,0.004336357116699219,1,3
SFE,0.0,0.0,0.3732,0.4444,0.0,0.0,1,3
SFD,0.0,0.0,0.5338,0.1111,0.0,0.0,1,3
CPF,0.3407,0.2471,0.6819,0.2222,0.006875276565551758,0.004658222198486328,1,4
ICRB,0.3371,0.2407,0.7872,0.4444,0.006629467010498047,0.004658222198486328,1,4
STO,0.3714,0.2622,0.4559,0.2222,0.006458282470703125,0.004658222198486328,1,4
Rand,0.337,0.2339,0.9041,0.7778,0.006501197814941406,0.004658222198486328,1,4
SFE,0.0,0.0,0.117,0.2222,0.0,0.0,1,4
SFD,0.0,0.0,0.3053,0.1111,0.0,0.0,1,4
CPF,0.3992,0.2483,0.3862,0.375,0.005489826202392578,0.002894163131713867,1,5
ICRB,0.3482,0.2291,0.767,0.75,0.004772186279296875,0.002894163131713867,1,5
STO,0.3926,0.2373,0.5971,0.125,0.004601240158081055,0.002894163131713867,1,5
Rand,0.3633,0.2187,1.0,0.625,0.004622697830200195,0.002894163131713867,1,5
SFE,0.0,0.0,0.3862,0.25,0.0,0.0,1,5
SFD,0.0,0.0,0.5971,0.125,0.0,0.0,1,5
CPF,0.4578,0.2854,0.8289,0.3333,0.0057277679443359375,0.0028693675994873047,1,6
ICRB,0.4332,0.2848,0.8372,0.3333,0.005585432052612305,0.0028693675994873047,1,6
STO,0.5021,0.3124,0.4668,0.1111,0.005336761474609375,0.0028693675994873047,1,6
Rand,0.4735,0.2882,0.7872,0.6667,0.005533456802368164,0.0028693675994873047,1,6
SFE,0.0,0.0,0.1628,0.1111,0.0,0.0,1,6
SFD,0.0,0.0,0.6161,0.0,0.0,0.0,1,6
CPF,0.4131,0.3068,0.5672,0.6,0.005038022994995117,0.002903461456298828,1,7
ICRB,0.4133,0.2975,0.714,0.6,0.004845619201660156,0.002903461456298828,1,7
STO,0.434,0.2934,0.7825,0.2,0.00466156005859375,0.002903461456298828,1,7
Rand,0.4346,0.2846,0.9339,0.8,0.00471806526184082,0.002903461456298828,1,7
SFE,0.0,0.0,0.5672,0.6,0.0,0.0,1,7
SFD,0.0,0.0,0.8486,0.2,0.0,0.0,1,7
CPF,0.5069,0.3459,0.1353,0.2,0.005010366439819336,0.0029287338256835938,1,8
ICRB,0.4625,0.3055,0.4719,0.1,0.00483393669128418,0.0029287338256835938,1,8
STO,0.5301,0.3459,0.1353,0.1,0.0046689510345458984,0.0029287338256835938,1,8
Rand,0.4996,0.2994,0.5304,0.2,0.004746437072753906,0.0029287338256835938,1,8
SFE,0.0,0.0,0.1252,0.2,0.0,0.0,1,8
SFD,0.0,0.0,0.4719,0.1,0.0,0.0,1,8
CPF,0.8377,0.6085,0.3041,0.3333,0.004534721374511719,0.0025489330291748047,1,0
ICRB,0.8043,0.5545,0.6351,0.6667,0.0044023990631103516,0.0025489330291748047,1,0
STO,0.8299,0.5477,0.6817,0.2222,0.004221916198730469,0.0025489330291748047,1,0
Rand,0.8336,0.5339,0.7798,0.5556,0.004281044006347656,0.0025489330291748047,1,0
SFE,0.0,0.0,0.3041,0.3333,0.0,0.0,1,0
SFD,0.0,0.0,0.4355,0.1111,0.0,0.0,1,0
CPF,0.5743,0.4059,0.733,0.3333,0.0047833919525146484,0.0027494430541992188,1,1
ICRB,0.5898,0.4157,0.6484,0.4444,0.00460505485534668,0.0027494430541992188,1,1
STO,0.5926,0.4181,0.6285,0.1111,0.004447221755981445,0.0027494430541992188,1,1
Rand,0.6078,0.404,0.7499,0.5556,0.004495143890380859,0.0027494430541992188,1,1
SFE,0.0,0.0,0.3725,0.2222,0.0,0.0,1,1
SFD,0.0,0.0,0.5088,0.0,0.0,0.0,1,1
CPF,0.4206,0.2513,0.3944,0.6667,0.004915952682495117,0.0029096603393554688,1,2
ICRB,0.3912,0.2259,0.8135,0.4444,0.004796266555786133,0.0029096603393554688,1,2
STO,0.3992,0.2248,0.8345,0.1111,0.0046198368072509766,0.0029096603393554688,1,2
Rand,0.4113,0.2162,1.0,0.7778,0.004703521728515625,0.0029096603393554688,1,2
SFE,0.0,0.0,0.1655,0.5556,0.0,0.0,1,2
SFD,0.0,0.0,0.8345,0.1111,0.0,0.0,1,2
CPF,0.3186,0.2434,0.2301,0.4444,0.0052433013916015625,0.00310516357421875,1,3
ICRB,0.3074,0.2188,0.7699,0.5556,0.005030393600463867,0.00310516357421875,1,3
STO,0.3466,0.2355,0.3905,0.1111,0.0048863887786865234,0.00310516357421875,1,3
Rand,0.342,0.2282,0.551,0.5556,0.004937171936035156,0.00310516357421875,1,3
SFE,0.0,0.0,0.2301,0.2222,0.0,0.0,1,3
SFD,0.0,0.0,0.3905,0.1111,0.0,0.0,1,3
CPF,0.272,0.1927,0.1679,0.5556,0.005364656448364258,0.00324249267578125,1,4
ICRB,0.2503,0.1793,0.6523,0.6667,0.005186557769775391,0.00324249267578125,1,4
STO,0.2753,0.1802,0.6171,0.1111,0.0050394535064697266,0.00324249267578125,1,4
Rand,0.2635,0.1773,0.7306,0.5556,0.0050618648529052734,0.00324249267578125,1,4
SFE,0.0,0.0,0.1679,0.5556,0.0,0.0,1,4
SFD,0.0,0.0,0.3477,0.1111,0.0,0.0,1,4
CPF,0.4544,0.3096,0.5447,0.5,0.00505518913269043,0.0030252933502197266,1,5
ICRB,0.437,0.3021,0.6551,0.625,0.004923820495605469,0.0030252933502197266,1,5
STO,0.4524,0.2893,0.857,0.125,0.004748821258544922,0.0030252933502197266,1,5
Rand,0.4467,0.2808,1.0,0.75,0.004789590835571289,0.0030252933502197266,1,5
SFE,0.0,0.0,0.3863,0.375,0.0,0.0,1,5
SFD,0.0,0.0,0.7926,0.125,0.0,0.0,1,5
CPF,0.4221,0.2875,0.2101,0.5556,0.005179882049560547,0.0030181407928466797,1,6
ICRB,0.3888,0.2686,0.5253,0.1111,0.004951000213623047,0.0030181407928466797,1,6
STO,0.4005,0.258,0.7228,0.1111,0.004807472229003906,0.0030181407928466797,1,6
Rand,0.4136,0.2445,1.0,0.4444,0.004847049713134766,0.0030181407928466797,1,6
SFE,0.0,0.0,0.2101,0.5556,0.0,0.0,1,6
SFD,0.0,0.0,0.5253,0.1111,0.0,0.0,1,6
CPF,0.3972,0.2569,0.1443,0.2,0.004950761795043945,0.002902984619140625,1,7
ICRB,0.3656,0.2295,0.6324,0.4,0.004802227020263672,0.002902984619140625,1,7
STO,0.4244,0.2508,0.2432,0.1,0.00462651252746582,0.002902984619140625,1,7
Rand,0.4148,0.237,0.488,0.4,0.004658699035644531,0.002902984619140625,1,7
SFE,0.0,0.0,0.0,0.3,0.0,0.0,1,7
SFD,0.0,0.0,0.6322,0.1,0.0,0.0,1,7
CPF,0.3849,0.2357,0.6569,0.4,0.005135297775268555,0.0029702186584472656,1,8
ICRB,0.3657,0.2149,1.0,0.3,0.004904270172119141,0.0029702186584472656,1,8
STO,0.3871,0.221,0.8924,0.1,0.004750728607177734,0.0029702186584472656,1,8
Rand,0.3997,0.2267,0.7982,0.2,0.004769325256347656,0.0029702186584472656,1,8
SFE,0.0,0.0,0.4883,0.3,0.0,0.0,1,8
SFD,0.0,0.0,0.6901,0.1,0.0,0.0,1,8
CPF,0.7637,0.5466,0.4324,0.3333,0.004543304443359375,0.0025665760040283203,1,0
ICRB,0.7668,0.553,0.3985,0.5556,0.004397392272949219,0.0025665760040283203,1,0
STO,0.7504,0.519,0.587,0.1111,0.004219532012939453,0.0025665760040283203,1,0
Rand,0.7367,0.4748,0.8724,0.8889,0.004277467727661133,0.0025665760040283203,1,0
SFE,0.0,0.0,0.3529,0.2222,0.0,0.0,1,0
SFD,0.0,0.0,0.7137,0.1111,0.0,0.0,1,0
CPF,0.5819,0.41,0.7225,0.2222,0.004797458648681641,0.0027420520782470703,1,1
ICRB,0.5914,0.4131,0.6915,0.3333,0.004578351974487305,0.0027420520782470703,1,1
STO,0.6164,0.4282,0.5454,0.2222,0.004456520080566406,0.0027420520782470703,1,1
Rand,0.6119,0.4286,0.5411,0.4444,0.004466056823730469,0.0027420520782470703,1,1
SFE,0.0,0.0,0.2317,0.4444,0.0,0.0,1,1
SFD,0.0,0.0,0.4922,0.1111,0.0,0.0,1,1
CPF,0.4359,0.3271,0.1396,0.3333,0.00493311882019043,0.0028791427612304688,1,2
ICRB,0.3909,0.2875,0.8553,0.3333,0.0047457218170166016,0.0028791427612304688,1,2
STO,0.4452,0.3059,0.4993,0.1111,0.004603385925292969,0.0028791427612304688,1,2
Rand,0.4342,0.2887,0.8309,0.6667,0.004630327224731445,0.0028791427612304688,1,2
SFE,0.0,0.0,0.1396,0.3333,0.0,0.0,1,2
SFD,0.0,0.0,0.3545,0.0,0.0,0.0,1,2
CPF,0.3459,0.2439,0.1547,0.5556,0.0066509246826171875,0.0044841766357421875,1,3
ICRB,0.3086,0.2196,0.6147,0.4444,0.006409883499145508,0.0044841766357421875,1,3
STO,0.3516,0.232,0.3687,0.2222,0.006227970123291016,0.0044841766357421875,1,3
Rand,0.348,0.2264,0.4767,0.4444,0.006256103515625,0.0044841766357421875,1,3
SFE,0.0,0.0,0.1547,0.4444,0.0,0.0,1,3
SFD,0.0,0.0,0.5233,0.1111,0.0,0.0,1,3
CPF,0.31,0.2079,0.2658,0.3333,0.0054187774658203125,0.003293752670288086,1,4
ICRB,0.2805,0.1931,0.5682,0.5556,0.005236387252807617,0.003293752670288086,1,4
STO,0.3118,0.1978,0.4665,0.2222,0.005070924758911133,0.003293752670288086,1,4
Rand,0.3071,0.1805,0.8623,0.5556,0.0051462650299072266,0.003293752670288086,1,4
SFE,0.0,0.0,0.2007,0.2222,0.0,0.0,1,4
SFD,0.0,0.0,0.2007,0.1111,0.0,0.0,1,4
CPF,0.5072,0.3037,0.5704,0.375,0.004938602447509766,0.002929210662841797,1,5
ICRB,0.4764,0.2859,0.7471,0.75,0.004776477813720703,0.002929210662841797,1,5
STO,0.5005,0.2949,0.6555,0.25,0.0046045780181884766,0.002929210662841797,1,5
Rand,0.4731,0.2638,1.0,0.75,0.004654407501220703,0.002929210662841797,1,5
SFE,0.0,0.0,0.4787,0.625,0.0,0.0,1,5
SFD,0.0,0.0,0.543,0.25,0.0,0.0,1,5
CPF,0.4534,0.3091,0.1642,0.3333,0.004908323287963867,0.0028874874114990234,1,6
ICRB,0.4458,0.2884,0.4137,0.3333,0.004777193069458008,0.0028874874114990234,1,6
STO,0.4735,0.2884,0.4137,0.1111,0.004626274108886719,0.0028874874114990234,1,6
Rand,0.4511,0.2569,0.8734,0.5556,0.004697561264038086,0.0028874874114990234,1,6
SFE,0.0,0.0,0.1642,0.3333,0.0,0.0,1,6
SFD,0.0,0.0,0.5402,0.1111,0.0,0.0,1,6
CPF,0.4469,0.309,0.4416,0.4,0.004979372024536133,0.0028810501098632812,1,7
ICRB,0.4189,0.2858,0.722,0.2,0.004788637161254883,0.0028810501098632812,1,7
STO,0.4482,0.2858,0.722,0.1,0.004607677459716797,0.0028810501098632812,1,7
Rand,0.4408,0.2858,0.722,0.5,0.004662036895751953,0.0028810501098632812,1,7
SFE,0.0,0.0,0.4416,0.4,0.0,0.0,1,7
SFD,0.0,0.0,0.722,0.1,0.0,0.0,1,7
CPF,0.4977,0.357,0.175,0.2,0.004987239837646484,0.0029294490814208984,1,8
ICRB,0.4503,0.3348,0.4017,0.3,0.004820823669433594,0.0029294490814208984,1,8
STO,0.505,0.3517,0.2267,0.2,0.0046617984771728516,0.0029294490814208984,1,8
Rand,0.4516,0.2874,1.0,0.5,0.004723548889160156,0.0029294490814208984,1,8
SFE,0.0,0.0,0.175,0.3,0.0,0.0,1,8
SFD,0.0,0.0,0.459,0.1,0.0,0.0,1,8
CPF,0.7439,0.4809,0.4141,0.5556,0.004675388336181641,0.002593517303466797,1,0
ICRB,0.7315,0.4377,0.6184,0.2222,0.004435062408447266,0.002593517303466797,1,0
STO,0.7169,0.3909,0.8904,0.2222,0.004298210144042969,0.002593517303466797,1,0
Rand,0.7247,0.4051,0.8016,0.6667,0.004331350326538086,0.002593517303466797,1,0
SFE,0.0,0.0,0.3206,0.3333,0.0,0.0,1,0
SFD,0.0,0.0,0.625,0.2222,0.0,0.0,1,0
CPF,0.6088,0.4231,0.2986,0.4444,0.004779815673828125,0.0027327537536621094,1,1
ICRB,0.5652,0.3539,0.997,0.4444,0.004592418670654297,0.0027327537536621094,1,1
STO,0.636,0.4152,0.3674,0.1111,0.004439830780029297,0.0027327537536621094,1,1
Rand,0.6015,0.3678,0.8364,0.6667,0.004462718963623047,0.0027327537536621094,1,1
SFE,0.0,0.0,0.2067,0.4444,0.0,0.0,1,1
SFD,0.0,0.0,0.3674,0.1111,0.0,0.0,1,1
CPF,0.4748,0.3421,0.3984,0.4444,0.004973411560058594,0.0029137134552001953,1,2
ICRB,0.476,0.3421,0.3991,0.3333,0.004801511764526367,0.0029137134552001953,1,2
STO,0.5023,0.3421,0.3984,0.1111,0.004625082015991211,0.0029137134552001953,1,2
Rand,0.4697,0.3174,0.7258,0.6667,0.004678010940551758,0.0029137134552001953,1,2
SFE,0.0,0.0,0.1368,0.3333,0.0,0.0,1,2
SFD,0.0,0.0,0.594,0.1111,0.0,0.0,1,2
CPF,0.364,0.2597,0.1424,0.3333,0.005105257034301758,0.0030260086059570312,1,3
ICRB,0.3326,0.2283,0.7448,0.4444,0.0049283504486083984,0.0030260086059570312,1,3
STO,0.3606,0.241,0.4814,0.1111,0.004748821258544922,0.0030260086059570312,1,3
Rand,0.3455,0.2283,0.7448,0.7778,0.004837989807128906,0.0030260086059570312,1,3
SFE,0.0,0.0,0.1424,0.3333,0.0,0.0,1,3
SFD,0.0,0.0,0.3685,0.1111,0.0,0.0,1,3
CPF,0.3129,0.2197,0.4197,0.2222,0.005240917205810547,0.0032355785369873047,1,4
ICRB,0.293,0.202,0.7684,0.5556,0.005090236663818359,0.0032355785369873047,1,4
STO,0.329,0.2197,0.4197,0.2222,0.00494694709777832,0.0032355785369873047,1,4
Rand,0.3161,0.202,0.7684,0.7778,0.004991054534912109,0.0032355785369873047,1,4
SFE,0.0,0.0,0.2316,0.2222,0.0,0.0,1,4
SFD,0.0,0.0,0.4069,0.1111,0.0,0.0,1,4
CPF,0.5032,0.3487,0.3908,0.25,0.0061380863189697266,0.004078865051269531,1,5
ICRB,0.4759,0.3111,0.8503,0.625,0.005968332290649414,0.004078865051269531,1,5
STO,0.4873,0.3111,0.8503,0.125,0.005785465240478516,0.004078865051269531,1,5
Rand,0.4917,0.3006,1.0,0.75,0.0058383941650390625,0.004078865051269531,1,5
SFE,0.0,0.0,0.2403,0.25,0.0,0.0,1,5
SFD,0.0,0.0,0.6997,0.125,0.0,0.0,1,5
CPF,0.471,0.3446,0.2964,0.2222,0.0048885345458984375,0.002893209457397461,1,6
ICRB,0.471,0.3446,0.2964,0.2222,0.00475311279296875,0.002893209457397461,1,6
STO,0.5092,0.3446,0.2964,0.1111,0.004610300064086914,0.002893209457397461,1,6
Rand,0.5141,0.3595,0.1725,0.5556,0.004671335220336914,0.002893209457397461,1,6
SFE,0.0,0.0,0.1725,0.5556,0.0,0.0,1,6
SFD,0.0,0.0,0.4742,0.1111,0.0,0.0,1,6
CPF,0.3956,0.2904,0.1435,0.1,0.00493931770324707,0.0029222965240478516,1,7
ICRB,0.3861,0.2714,0.4577,0.3,0.004809856414794922,0.0029222965240478516,1,7
STO,0.4128,0.2756,0.3842,0.1,0.004652738571166992,0.0029222965240478516,1,7
Rand,0.4202,0.2776,0.3502,0.5,0.004689931869506836,0.0029222965240478516,1,7
SFE,0.0,0.0,0.1435,0.1,0.0,0.0,1,7
SFD,0.0,0.0,0.1435,0.1,0.0,0.0,1,7
CPF,0.4155,0.295,0.5945,0.1,0.0049571990966796875,0.002905607223510742,1,8
ICRB,0.4095,0.2793,0.8314,0.4,0.004777669906616211,0.002905607223510742,1,8
STO,0.4545,0.3233,0.2263,0.2,0.004611015319824219,0.002905607223510742,1,8
Rand,0.4462,0.3267,0.1872,0.4,0.004632711410522461,0.002905607223510742,1,8
SFE,0.0,0.0,0.1686,0.1,0.0,0.0,1,8
SFD,0.0,0.0,0.1686,0.1,0.0,0.0,1,8
CPF,0.778,0.5296,0.3008,0.3333,0.00459599494934082,0.0025565624237060547,1,0
ICRB,0.7137,0.4789,0.5874,0.6667,0.004370927810668945,0.0025565624237060547,1,0
STO,0.7334,0.4304,0.9247,0.2222,0.004194974899291992,0.0025565624237060547,1,0
Rand,0.7184,0.4564,0.7351,0.6667,0.0042629241943359375,0.0025565624237060547,1,0
SFE,0.0,0.0,0.3008,0.2222,0.0,0.0,1,0
SFD,0.0,0.0,0.3008,0.2222,0.0,0.0,1,0
CPF,0.6054,0.416,0.6055,0.5556,0.0047070980072021484,0.002705812454223633,1,1
ICRB,0.6089,0.401,0.7426,0.6667,0.004568338394165039,0.002705812454223633,1,1
STO,0.6253,0.3764,0.9918,0.1111,0.004406929016113281,0.002705812454223633,1,1
Rand,0.6002,0.3904,0.8462,0.5556,0.004421234130859375,0.002705812454223633,1,1
SFE,0.0,0.0,0.6055,0.5556,0.0,0.0,1,1
SFD,0.0,0.0,0.9918,0.1111,0.0,0.0,1,1
CPF,0.4402,0.3076,0.5604,0.3333,0.005121707916259766,0.002984285354614258,1,2
ICRB,0.419,0.3058,0.5866,0.4444,0.004911184310913086,0.002984285354614258,1,2
STO,0.4521,0.2953,0.7375,0.3333,0.0047605037689208984,0.002984285354614258,1,2
Rand,0.4321,0.2844,0.9065,0.6667,0.004800319671630859,0.002984285354614258,1,2
SFE,0.0,0.0,0.1531,0.4444,0.0,0.0,1,2
SFD,0.0,0.0,0.3813,0.1111,0.0,0.0,1,2
CPF,0.3997,0.2698,0.3174,0.3333,0.006081104278564453,0.003089427947998047,1,3
ICRB,0.3746,0.2536,0.5874,0.3333,0.005869865417480469,0.003089427947998047,1,3
STO,0.3901,0.2555,0.553,0.0,0.0057299137115478516,0.003089427947998047,1,3
Rand,0.3811,0.2339,0.9657,0.5556,0.005657196044921875,0.003089427947998047,1,3
SFE,0.0,0.0,0.3174,0.3333,0.0,0.0,1,3
SFD,0.0,0.0,0.553,0.0,0.0,0.0,1,3
CPF,0.2524,0.1721,0.3417,0.6667,0.00510859489440918,0.0031006336212158203,1,4
ICRB,0.2444,0.1654,0.548,0.6667,0.00497889518737793,0.0031006336212158203,1,4
STO,0.2626,0.1736,0.2952,0.2222,0.004777431488037109,0.0031006336212158203,1,4
Rand,0.261,0.1574,0.8215,0.8889,0.004842042922973633,0.0031006336212158203,1,4
SFE,0.0,0.0,0.2674,0.3333,0.0,0.0,1,4
SFD,0.0,0.0,0.2952,0.1111,0.0,0.0,1,4
CPF,0.405,0.3035,0.35,0.375,0.0050046443939208984,0.0029234886169433594,1,5
ICRB,0.3865,0.2819,0.82,0.625,0.004824638366699219,0.0029234886169433594,1,5
STO,0.4135,0.2899,0.6373,0.25,0.004637479782104492,0.0029234886169433594,1,5
Rand,0.4023,0.2819,0.82,1.0,0.0046994686126708984,0.0029234886169433594,1,5
SFE,0.0,0.0,0.18,0.0,0.0,0.0,1,5
SFD,0.0,0.0,0.18,0.0,0.0,0.0,1,5
CPF,0.4284,0.245,0.5934,0.1111,0.0049512386322021484,0.0029256343841552734,1,6
ICRB,0.4168,0.2506,0.5206,0.6667,0.004827976226806641,0.0029256343841552734,1,6
STO,0.4452,0.2522,0.5015,0.1111,0.004654407501220703,0.0029256343841552734,1,6
Rand,0.4311,0.2546,0.4717,0.6667,0.004698038101196289,0.0029256343841552734,1,6
SFE,0.0,0.0,0.2775,0.3333,0.0,0.0,1,6
SFD,0.0,0.0,0.7332,0.1111,0.0,0.0,1,6
CPF,0.4324,0.296,0.1964,0.4,0.0069735050201416016,0.004048347473144531,1,7
ICRB,0.4018,0.2802,0.4337,0.5,0.006018400192260742,0.004048347473144531,1,7
STO,0.4243,0.2805,0.4296,0.1,0.005789756774902344,0.004048347473144531,1,7
Rand,0.4282,0.2848,0.3626,0.5,0.0058171749114990234,0.004048347473144531,1,7
SFE,0.0,0.0,0.1964,0.4,0.0,0.0,1,7
SFD,0.0,0.0,0.4296,0.1,0.0,0.0,1,7
CPF,0.4164,0.2937,0.2758,0.0,0.004917621612548828,0.0029015541076660156,1,8
ICRB,0.4164,0.2937,0.2758,0.0,0.0047762393951416016,0.0029015541076660156,1,8
STO,0.4177,0.3027,0.1581,0.0,0.004629373550415039,0.0029015541076660156,1,8
Rand,0.3926,0.2596,0.7982,0.4,0.004698038101196289,0.0029015541076660156,1,8
SFE,0.0,0.0,0.1581,0.1,0.0,0.0,1,8
SFD,0.0,0.0,0.2758,0.0,0.0,0.0,1,8
CPF,0.7542,0.4892,0.4385,0.5556,0.004570722579956055,0.0025398731231689453,1,0
ICRB,0.7437,0.4691,0.5337,0.2222,0.004367351531982422,0.0025398731231689453,1,0
STO,0.7237,0.4307,0.7402,0.2222,0.004213809967041016,0.0025398731231689453,1,0
Rand,0.7334,0.4492,0.6361,0.7778,0.004260063171386719,0.0025398731231689453,1,0
SFE,0.0,0.0,0.404,0.3333,0.0,0.0,1,0
SFD,0.0,0.0,0.5665,0.1111,0.0,0.0,1,0
CPF,0.5731,0.3763,0.1794,0.4444,0.004718780517578125,0.0027070045471191406,1,1
ICRB,0.5341,0.3539,0.4006,0.5556,0.004538297653198242,0.0027070045471191406,1,1
STO,0.5547,0.3284,0.6886,0.2222,0.00438690185546875,0.0027070045471191406,1,1
Rand,0.5319,0.3157,0.8486,0.6667,0.0044384002685546875,0.0027070045471191406,1,1
SFE,0.0,0.0,0.1794,0.4444,0.0,0.0,1,1
SFD,0.0,0.0,0.2751,0.0,0.0,0.0,1,1
CPF,0.4319,0.2786,0.1873,0.4444,0.004896402359008789,0.0028505325317382812,1,2
ICRB,0.3848,0.2539,0.619,0.4444,0.004726886749267578,0.0028505325317382812,1,2
STO,0.4389,0.2552,0.5952,0.1111,0.004571676254272461,0.0028505325317382812,1,2
Rand,0.4382,0.2542,0.6139,0.6667,0.00463557243347168,0.0028505325317382812,1,2
SFE,0.0,0.0,0.1873,0.4444,0.0,0.0,1,2
SFD,0.0,0.0,0.5952,0.0,0.0,0.0,1,2
CPF,0.4002,0.2868,0.4206,0.4444,0.006058931350708008,0.0030994415283203125,1,3
ICRB,0.3805,0.2826,0.4878,0.3333,0.0058519840240478516,0.0030994415283203125,1,3
STO,0.409,0.2734,0.6422,0.2222,0.005632877349853516,0.0030994415283203125,1,3
Rand,0.369,0.2543,1.0,0.4444,0.005707979202270508,0.0030994415283203125,1,3
SFE,0.0,0.0,0.4206,0.2222,0.0,0.0,1,3
SFD,0.0,0.0,0.6422,0.1111,0.0,0.0,1,3
CPF,0.2975,0.2013,0.3238,0.3333,0.005265951156616211,0.0032012462615966797,1,4
ICRB,0.2703,0.1832,0.705,0.5556,0.005127429962158203,0.0032012462615966797,1,4
STO,0.2867,0.185,0.6634,0.2222,0.004969358444213867,0.0032012462615966797,1,4
Rand,0.2918,0.1945,0.4579,0.5556,0.0050313472747802734,0.0032012462615966797,1,4
SFE,0.0,0.0,0.3238,0.3333,0.0,0.0,1,4
SFD,0.0,0.0,0.7246,0.1111,0.0,0.0,1,4
CPF,0.3948,0.2481,0.5986,0.625,0.0070285797119140625,0.004083156585693359,1,5
ICRB,0.3884,0.2364,0.7951,0.5,0.006795406341552734,0.004083156585693359,1,5
STO,0.4166,0.2481,0.5986,0.125,0.006552696228027344,0.004083156585693359,1,5
Rand,0.3939,0.2254,1.0,0.875,0.006591320037841797,0.004083156585693359,1,5
SFE,0.0,0.0,0.3936,0.625,0.0,0.0,1,5
SFD,0.0,0.0,1.0,0.125,0.0,0.0,1,5
CPF,0.4645,0.3186,0.4101,0.3333,0.00513768196105957,0.0029773712158203125,1,6
ICRB,0.4426,0.3051,0.5996,0.5556,0.004937887191772461,0.0029773712158203125,1,6
STO,0.4802,0.3243,0.3344,0.0,0.004751682281494141,0.0029773712158203125,1,6
Rand,0.4613,0.2914,0.8105,0.4444,0.004789590835571289,0.0029773712158203125,1,6
SFE,0.0,0.0,0.3344,0.0,0.0,0.0,1,6
SFD,0.0,0.0,0.3344,0.0,0.0,0.0,1,6
CPF,0.4831,0.3486,0.1984,0.3,0.0050466060638427734,0.00296783447265625,1,7
ICRB,0.4395,0.3202,0.6404,0.3,0.0048694610595703125,0.00296783447265625,1,7
STO,0.4774,0.3202,0.6404,0.1,0.004703521728515625,0.00296783447265625,1,7
Rand,0.4699,0.3367,0.3739,0.4,0.004759311676025391,0.00296783447265625,1,7
SFE,0.0,0.0,0.1984,0.3,0.0,0.0,1,7
SFD,0.0,0.0,0.6404,0.1,0.0,0.0,1,7
CPF,0.3597,0.2231,0.7001,0.2,0.005005359649658203,0.002911806106567383,1,8
ICRB,0.3761,0.2331,0.5338,0.4,0.0048029422760009766,0.002911806106567383,1,8
STO,0.3703,0.2246,0.6729,0.2,0.0046234130859375,0.002911806106567383,1,8
Rand,0.3957,0.2188,0.7763,0.4,0.0046842098236083984,0.002911806106567383,1,8
SFE,0.0,0.0,0.4027,0.4,0.0,0.0,1,8
SFD,0.0,0.0,0.8778,0.1,0.0,0.0,1,8
CPF,0.7505,0.4781,0.5807,0.3333,0.004483938217163086,0.0025603771209716797,1,0
ICRB,0.719,0.4791,0.5742,0.8889,0.004392862319946289,0.0025603771209716797,1,0
STO,0.7443,0.4664,0.6594,0.2222,0.0041959285736083984,0.0025603771209716797,1,0
Rand,0.7292,0.4375,0.8712,0.8889,0.004235744476318359,0.0025603771209716797,1,0
SFE,0.0,0.0,0.5211,0.5556,0.0,0.0,1,0
SFD,0.0,0.0,0.5807,0.1111,0.0,0.0,1,0
CPF,0.5872,0.3838,0.1352,0.5556,0.004760265350341797,0.002729177474975586,1,1
ICRB,0.5346,0.3216,0.8181,0.5556,0.004590511322021484,0.002729177474975586,1,1
STO,0.5787,0.3543,0.4291,0.2222,0.004424095153808594,0.002729177474975586,1,1
Rand,0.5697,0.3237,0.791,0.5556,0.004452705383300781,0.002729177474975586,1,1
SFE,0.0,0.0,0.1352,0.4444,0.0,0.0,1,1
SFD,0.0,0.0,0.4465,0.1111,0.0,0.0,1,1
