,Type,Ratio,Times,gid,k,Number of CPU Cores,Memory Constraints,Isolation Level,Lower Bound,Upper Bound
12827,CPF,0.6344,15.0,2,2,4,0.9,3,208.85098813259094,306.0810791254996
12828,CPF,0.6498,17.0,2,2,4,0.9,3,198.44367360721859,294.4911297806427
12829,CPF,0.7667,19.0,2,2,4,0.9,3,201.6128760260768,285.692601063388
12830,CPF,0.6994,17.0,2,2,4,0.9,3,195.09038635415305,279.07190121269696
12831,CPF,0.7486,16.0,2,2,4,0.9,3,194.84399270117163,281.95059332557037
12832,CPF,0.6582,20.0,2,2,4,0.9,3,192.85206086861683,285.0335824388619
12833,CPF,0.7328,19.0,2,2,4,0.9,3,188.90677802629844,282.65678729452145
12834,CPF,0.739,19.0,2,2,4,0.9,3,195.34392455052517,294.69238754962896
12835,CPF,0.6457,15.0,2,2,4,0.9,3,177.14622028425325,268.47367895392784
12836,CPF,0.6702,14.0,2,2,4,0.9,3,184.06227774217635,273.397239183191
12837,CPF,0.6606,13.0,2,2,4,0.9,3,216.63821226376064,312.6893539386964
12838,CPF,0.7335,14.0,2,2,4,0.9,3,190.3822596899241,269.85458745722207
12839,CPF,0.698,16.0,2,2,4,0.9,3,178.8074851848483,275.70257704570156
12840,CPF,0.6328,17.0,2,2,4,0.9,3,186.5127927566017,268.41003603184333
12841,CPF,0.6915,13.0,2,2,4,0.9,3,203.27765398275193,296.2470321343063
12842,CPF,0.7842,17.0,2,2,4,0.9,3,202.17099753758066,290.08169609934555
12843,CPF,0.7292,17.0,2,2,4,0.9,3,186.4582073156301,272.3479838934884
12844,CPF,0.7695,16.0,2,2,4,0.9,3,188.88303494815162,279.35107170866144
12845,CPF,0.7268,18.0,2,2,4,0.9,3,200.88394207962546,296.94217101373874
12846,CPF,0.7574,14.0,2,2,4,0.9,3,216.83926029348677,323.53506077237705
12847,CPF,0.7152,14.0,2,2,4,0.9,3,208.02107426345825,306.0547932927872
12848,CPF,0.7179,17.0,2,2,4,0.9,3,195.37339924063264,291.1449772220178
12849,CPF,0.7229,18.0,2,2,4,0.9,3,200.04751378360945,295.48217078263343
12850,CPF,0.6936,13.0,2,2,4,0.9,3,183.43972278127808,267.2254129025887
12851,CPF,0.7903,16.0,2,2,4,0.9,3,187.95914102203326,279.53908959972046
12852,CPF,0.7735,16.0,2,2,4,0.9,3,215.0825564756768,309.94765827304957
12853,CPF,0.7762,20.0,2,2,4,0.9,3,192.7107041373892,280.9694122366605
12854,CPF,0.7273,19.0,2,2,4,0.9,3,225.3704202075817,345.8171441079286
12855,CPF,0.8073,18.0,2,2,4,0.9,3,186.9469170777026,274.5992082952556
12856,CPF,0.8544,15.0,2,2,4,0.9,3,172.30014269444658,257.54932885467485
12857,CPF,0.617,19.0,2,2,4,0.9,3,187.18411915364737,274.4457184141792
12858,CPF,0.7662,17.0,2,2,4,0.9,3,182.72114421041854,275.5729423987848
12859,CPF,0.6613,16.0,2,2,4,0.9,3,221.0926240716015,320.72896372880774
12860,CPF,0.7589,16.0,2,2,4,0.9,3,207.4396544692736,303.89272712868006
12861,CPF,0.7513,15.0,2,2,4,0.9,3,185.44196290048907,269.8793702953125
12862,CPF,0.8141,18.0,2,2,4,0.9,3,196.0671127221919,280.08278920862364
12863,CPF,0.8085,18.0,2,2,4,0.9,3,193.10977978789887,282.3756789729096
12864,CPF,0.6558,16.0,2,2,4,0.9,3,197.14868098083008,315.8642575972933
12865,CPF,0.766,14.0,2,2,4,0.9,3,189.02620472043648,272.2201655602821
12866,CPF,0.7712,15.0,2,2,4,0.9,3,174.60232347976483,260.79803373353263
12867,CPF,0.6409,16.0,2,2,4,0.9,3,194.56000385323927,283.20945500266646
12868,CPF,0.8686,17.0,2,2,4,0.9,3,201.32802793018257,288.0680748654207
12869,CPF,0.6293,14.0,2,2,4,0.9,3,203.28651552266226,309.5631932143359
12870,CPF,0.7512,18.0,2,2,4,0.9,3,187.52744366168506,286.30102302331005
12871,CPF,0.6588,12.0,2,2,4,0.9,3,189.01197895081475,289.4974963643147
12872,CPF,0.6281,17.0,2,2,4,0.9,3,197.27428960886084,290.08452920051485
12873,CPF,0.7181,17.0,2,2,4,0.9,3,194.96312354992904,282.36751989417616
12874,CPF,0.7706,16.0,2,2,4,0.9,3,179.10064381071,264.2061408873344
12875,CPF,0.6947,16.0,2,2,4,0.9,3,183.69997353728007,275.6572075619557
12876,CPF,0.7203,17.0,2,2,4,0.9,3,192.38581965187657,290.2737097765621
12877,CPF,0.7246,13.0,2,2,4,0.9,3,196.87717371619124,275.32442936427105
12878,CPF,0.629,12.0,2,2,4,0.9,3,189.4753034896856,280.8267233490594
12879,CPF,0.7138,17.0,2,2,4,0.9,3,187.43941027719208,269.25911389755964
12880,CPF,0.6318,14.0,2,2,4,0.9,3,210.94122346270183,313.18627582091165
12881,CPF,0.6883,18.0,2,2,4,0.9,3,213.6128749351517,303.8080498283453
12882,CPF,0.6964,14.0,2,2,4,0.9,3,202.03197837827167,294.66474193617194
12883,CPF,0.714,16.0,2,2,4,0.9,3,199.59562424260326,283.8257188652279
12884,CPF,0.6323,16.0,2,2,4,0.9,3,180.25178878101843,281.40099436729906
12885,CPF,0.816,14.0,2,2,4,0.9,3,196.86406874346082,279.768761646795
12886,CPF,0.699,19.0,2,2,4,0.9,3,194.12205293696707,271.62402335781616
12887,CPF,0.6107,17.0,2,2,4,0.9,3,191.17164570162183,285.2215520515605
12888,CPF,0.8281,16.0,2,2,4,0.9,3,196.2380183721878,295.4798647001791
12889,CPF,0.7298,18.0,2,2,4,0.9,3,200.5229114556,293.15880383346615
12890,CPF,0.7425,19.0,2,2,4,0.9,3,193.97773976830118,283.9782168612619
12891,CPF,0.6871,19.0,2,2,4,0.9,3,201.47462722976607,300.12774453977926
12892,CPF,0.762,17.0,2,2,4,0.9,3,198.51226425507443,278.49038314675454
12893,CPF,0.7922,17.0,2,2,4,0.9,3,193.36859172881273,280.4398832462285
12894,CPF,0.781,15.0,2,2,4,0.9,3,197.8386419414814,289.88948014406924
12895,CPF,0.7136,19.0,2,2,4,0.9,3,187.34451061822054,273.33041386914255
12896,CPF,0.7011,17.0,2,2,4,0.9,3,216.5851700073129,312.9682418346433
12897,CPF,0.8078,16.0,2,2,4,0.9,3,194.92348950486684,285.6662956614438
12898,CPF,0.771,16.0,2,2,4,0.9,3,180.3908788512748,268.55045507815396
12899,CPF,0.5741,11.0,2,2,4,0.9,3,220.45606307711552,314.43515073350835
12900,CPF,0.7333,19.0,2,2,4,0.9,3,220.7891762395376,336.8633798954178
12901,CPF,0.8417,16.0,2,2,4,0.9,3,191.37894873438526,280.5887943698889
12902,CPF,0.7235,17.0,2,2,4,0.9,3,192.97527596273787,288.84449318601963
12903,CPF,0.7699,20.0,2,2,4,0.9,3,211.96559553800165,299.72091141683336
12904,CPF,0.7292,17.0,2,2,4,0.9,3,178.0130725640711,264.7306359643561
12905,CPF,0.7461,17.0,2,2,4,0.9,3,199.56066666542927,288.06753367915957
12906,CPF,0.8557,17.0,2,2,4,0.9,3,191.85882404683215,266.81513366817074
12907,CPF,0.7521,17.0,2,2,4,0.9,3,195.83936646645074,286.4980951450656
12908,CPF,0.7268,19.0,2,2,4,0.9,3,202.01869516230283,294.83750398860377
12909,CPF,0.7818,18.0,2,2,4,0.9,3,190.87894978946082,284.27664524094797
12910,CPF,0.8486,18.0,2,2,4,0.9,3,174.59726173681204,256.5164600424173
12911,CPF,0.7398,20.0,2,2,4,0.9,3,198.36264167064414,285.6784946772607
12912,CPF,0.7419,17.0,2,2,4,0.9,3,228.95474441830117,347.05435576327255
12913,CPF,0.72,17.0,2,2,4,0.9,3,189.85784112218545,276.1295590141832
12914,CPF,0.6844,15.0,2,2,4,0.9,3,187.2227779328804,281.12719787592573
12915,CPF,0.7885,16.0,2,2,4,0.9,3,183.63659876487563,262.82879546030875
12916,CPF,0.7534,15.0,2,2,4,0.9,3,182.32395518880116,267.64864867437404
12917,CPF,0.7597,18.0,2,2,4,0.9,3,189.01423282276457,273.88012515146494
12918,CPF,0.8108,16.0,2,2,4,0.9,3,199.3347151772258,287.31946861179813
12919,CPF,0.8131,15.0,2,2,4,0.9,3,190.26318239666963,266.3678939270785
12920,CPF,0.6883,16.0,2,2,4,0.9,3,206.04413498786326,287.80282413572274
12921,CPF,0.7788,18.0,2,2,4,0.9,3,182.09494968242416,273.43055658676934
12922,CPF,0.714,18.0,2,2,4,0.9,3,191.83232009042996,278.69274480795934
12923,CPF,0.7302,17.0,2,2,4,0.9,3,191.2830662713979,292.16758867879133
12924,CPF,0.5731,18.0,2,2,4,0.9,3,214.9717332910146,316.05099334248587
12925,CPF,0.736,18.0,2,2,4,0.9,3,182.80865557715953,275.9517373332429
12926,CPF,0.7866,19.0,2,2,4,0.9,3,207.74234400173412,298.6418665144354
12927,CPF,0.7459,15.0,2,2,4,0.9,3,189.9451147698983,273.51708206988746
12928,CPF,0.6793,14.0,2,2,4,0.9,3,210.91813312796333,314.16063062244893
12929,CPF,0.8144,16.0,2,2,4,0.9,3,197.08029343665427,281.72206851372835
12930,CPF,0.5841,15.0,2,2,4,0.9,3,199.14635555539047,283.7809535234376
12931,CPF,0.6941,16.0,2,2,4,0.9,3,192.28760377714482,277.5003249550731
12932,CPF,0.7752,16.0,2,2,4,0.9,3,200.20025651660382,289.7332631722618
12933,CPF,0.731,16.0,2,2,4,0.9,3,192.18348212023938,286.49938294386504
12934,CPF,0.7137,16.0,2,2,4,0.9,3,175.0589188949052,262.9030353338782
12935,CPF,0.7249,14.0,2,2,4,0.9,3,187.64329485687028,289.09197063864724
12936,CPF,0.7727,16.0,2,2,4,0.9,3,189.06463379727774,288.7376138467215
12937,CPF,0.7416,17.0,2,2,4,0.9,3,222.66046815865624,317.4976632099647
12938,CPF,0.7155,14.0,2,2,4,0.9,3,192.54802784663056,271.4388007646752
12939,CPF,0.7087,17.0,2,2,4,0.9,3,196.07205904318045,280.3704361099368
12940,CPF,0.68,17.0,2,2,4,0.9,3,181.55917894702964,271.0407505477142
12941,CPF,0.7485,20.0,2,2,4,0.9,3,205.37505291001196,297.5359903371178
12942,CPF,0.7079,17.0,2,2,4,0.9,3,184.83945065371358,274.3203856597769
12943,CPF,0.6874,13.0,2,2,4,0.9,3,211.9899631585507,310.7878439526404
12944,CPF,0.6023,15.0,2,2,4,0.9,3,196.8175641498406,291.8976862045907
12945,CPF,0.7493,14.0,2,2,4,0.9,3,195.83168455290416,282.542537500446
12946,CPF,0.6733,17.0,2,2,4,0.9,3,194.31193615973714,277.2369597432521
12947,CPF,0.5522,14.0,2,2,4,0.9,3,213.1168986815404,315.2842737867762
12948,CPF,0.717,19.0,2,2,4,0.9,3,194.61782291894178,287.11422645787707
12949,CPF,0.6708,17.0,2,2,4,0.9,3,179.5497457857255,271.2636870518145
12950,CPF,0.7811,21.0,2,2,4,0.9,3,203.52588024627073,291.3608215228326
12951,CPF,0.7845,17.0,2,2,4,0.9,3,215.16020155256084,303.7501100573858
12952,CPF,0.6475,15.0,2,2,4,0.9,3,202.88387196487815,303.9912437023906
12953,CPF,0.8519,16.0,2,2,4,0.9,3,190.4900047922602,272.7153903486238
12954,CPF,0.7216,20.0,2,2,4,0.9,3,186.4988873883667,263.77003614821524
12955,CPF,0.6428,16.0,2,2,4,0.9,3,202.80507336307528,287.90307396501737
12956,CPF,0.7301,17.0,2,2,4,0.9,3,228.28783404913847,334.85283095947335
12957,CPF,0.7016,16.0,2,2,4,0.9,3,193.7600256079346,280.30837755893685
12958,CPF,0.7371,15.0,2,2,4,0.9,3,194.5302519581613,286.0840485043567
12959,CPF,0.7113,15.0,2,2,4,0.9,3,190.50419742837414,278.7940239664895
12960,CPF,0.746,16.0,2,2,4,0.9,3,195.66789584847183,283.89289896075184
12961,CPF,0.8203,16.0,2,2,4,0.9,3,191.84249327957346,276.46119596821643
12962,CPF,0.7091,18.0,2,2,4,0.9,3,184.09317531709505,267.4532182733584
12963,CPF,0.7205,17.0,2,2,4,0.9,3,220.95587253229257,311.41332571047144
12964,CPF,0.7037,14.0,2,2,4,0.9,3,209.69641738718403,295.7656097851662
12965,CPF,0.7157,18.0,2,2,4,0.9,3,196.54975286536845,291.3857710767827
12966,CPF,0.8008,16.0,2,2,4,0.9,3,199.3846839533857,276.36209437531
12967,CPF,0.7034,20.0,2,2,4,0.9,3,204.04367139802378,318.21499311690434
12968,CPF,0.7683,18.0,2,2,4,0.9,3,191.65165456836752,276.4878930415782
12969,CPF,0.7398,18.0,2,2,4,0.9,3,192.77551486343415,279.5737162437298
12970,CPF,0.6764,17.0,2,2,4,0.9,3,190.27687386930094,275.58997440935934
12971,CPF,0.704,14.0,2,2,4,0.9,3,198.57372854783614,301.5353449588006
12972,CPF,0.709,18.0,2,2,4,0.9,3,184.19744266236043,258.9746093625217
12973,CPF,0.7659,17.0,2,2,4,0.9,3,194.05100869723898,283.71761449932086
12974,CPF,0.6884,16.0,2,2,4,0.9,3,198.4679006424119,284.8275111581394
12975,CPF,0.7617,15.0,2,2,4,0.9,3,196.9485833727387,294.2180756428934
12976,CPF,0.7086,16.0,2,2,4,0.9,3,194.16032488888996,280.7762913696466
12977,CPF,0.8199,15.0,2,2,4,0.9,3,190.07630204243242,275.302262228251
12978,CPF,0.7584,16.0,2,2,4,0.9,3,201.24064084725103,299.51586074974665
12979,CPF,0.7254,16.0,2,2,4,0.9,3,184.8447751558672,271.75624421307487
12980,CPF,0.7207,14.0,2,2,4,0.9,3,206.00060804256836,304.8292562558832
12981,CPF,0.7787,17.0,2,2,4,0.9,3,186.97976318943807,273.114431280487
12982,CPF,0.7764,19.0,2,2,4,0.9,3,204.8380412802337,296.73373572425567
12983,CPF,0.8113,19.0,2,2,4,0.9,3,178.88713961912293,254.14857851582693
12984,CPF,0.7425,16.0,2,2,4,0.9,3,182.17652850444725,270.99128043858724
12985,CPF,0.6796,16.0,2,2,4,0.9,3,228.02601764045414,318.5172871524702
12986,CPF,0.7653,17.0,2,2,4,0.9,3,204.06398298946291,289.8198415410506
12987,CPF,0.6484,17.0,2,2,4,0.9,3,207.53796254533896,318.31043856140116
12988,CPF,0.7861,18.0,2,2,4,0.9,3,197.01176456056768,287.9445280839169
12989,CPF,0.7185,16.0,2,2,4,0.9,3,220.7953889039402,317.6403633912694
12990,CPF,0.7696,17.0,2,2,4,0.9,3,190.0830898938867,271.6900325503472
12991,CPF,0.774,21.0,2,2,4,0.9,3,184.15025169817983,279.11538424751893
12992,CPF,0.7047,16.0,2,2,4,0.9,3,192.2224627902401,293.7307644212473
12993,CPF,0.7976,15.0,2,2,4,0.9,3,194.9216453985143,293.494322396451
12994,CPF,0.7211,14.0,2,2,4,0.9,3,196.429833344521,289.33560107319136
12995,CPF,0.7653,15.0,2,2,4,0.9,3,205.2955732373027,297.461187570137
12996,CPF,0.8464,17.0,2,2,4,0.9,3,183.41666685321414,266.3897880958109
12997,CPF,0.6161,13.0,2,2,4,0.9,3,198.78039320901283,295.15651125637544
12998,CPF,0.6746,16.0,2,2,4,0.9,3,199.33115054451872,293.3505507247627
12999,CPF,0.8122,15.0,2,2,4,0.9,3,189.89930518234902,278.48175780437293
13000,ICRB,0.7891,14.0,2,2,4,0.9,3,189.62775312879214,274.4101342928378
13001,ICRB,0.843,14.0,2,2,4,0.9,3,166.87013349640065,258.86298525944693
13002,ICRB,0.7378,13.0,2,2,4,0.9,3,205.44137040128882,287.24416010415405
13003,ICRB,0.8111,16.0,2,2,4,0.9,3,189.6595907673075,272.1276802647351
13004,ICRB,0.7064,17.0,2,2,4,0.9,3,198.76928547495362,290.3415270896851
13005,ICRB,0.8163,14.0,2,2,4,0.9,3,191.21749382266785,298.8252529666869
13006,ICRB,0.6357,15.0,2,2,4,0.9,3,198.81203596133435,288.71078160377937
13007,ICRB,0.78,19.0,2,2,4,0.9,3,186.75403994346738,274.69219056077566
13008,ICRB,0.7614,14.0,2,2,4,0.9,3,194.9229989037575,287.94892818683866
13009,ICRB,0.7858,15.0,2,2,4,0.9,3,207.1599332387418,298.0337425499065
13010,ICRB,0.7625,16.0,2,2,4,0.9,3,204.87108039310152,314.7318832278902
13011,ICRB,0.7762,15.0,2,2,4,0.9,3,183.23448909502898,270.66093861763954
13012,ICRB,0.7688,15.0,2,2,4,0.9,3,191.47922718039214,285.15563854298273
13013,ICRB,0.7748,17.0,2,2,4,0.9,3,175.07146832651657,249.46709100157017
13014,ICRB,0.7403,12.0,2,2,4,0.9,3,176.60875820035332,261.26344904310383
13015,ICRB,0.7771,16.0,2,2,4,0.9,3,181.5725756275865,269.2876660581037
13016,ICRB,0.7944,12.0,2,2,4,0.9,3,217.8564025860991,322.82630814660746
13017,ICRB,0.7667,14.0,2,2,4,0.9,3,165.93458999641678,251.16280016975455
13018,ICRB,0.7243,16.0,2,2,4,0.9,3,198.06447447505332,281.4453059135028
13019,ICRB,0.7468,16.0,2,2,4,0.9,3,184.3417250502915,268.06909699630614
13020,ICRB,0.7476,14.0,2,2,4,0.9,3,217.55384391761808,324.7978586277434
13021,ICRB,0.8318,13.0,2,2,4,0.9,3,179.7908651561877,277.5085934780621
13022,ICRB,0.7138,16.0,2,2,4,0.9,3,177.94628582041295,265.1905225804878
13023,ICRB,0.7657,16.0,2,2,4,0.9,3,177.4011951580891,254.60844520315464
13024,ICRB,0.8468,17.0,2,2,4,0.9,3,188.66116814261932,283.11290783857254
13025,ICRB,0.7375,18.0,2,2,4,0.9,3,234.2942076388589,336.0626838308393
13026,ICRB,0.7473,13.0,2,2,4,0.9,3,189.06049309534728,274.89318833173746
13027,ICRB,0.7801,13.0,2,2,4,0.9,3,208.85098813259094,306.0810791254996
13028,ICRB,0.7063,16.0,2,2,4,0.9,3,198.44367360721859,294.4911297806427
13029,ICRB,0.7375,14.0,2,2,4,0.9,3,201.6128760260768,285.692601063388
13030,ICRB,0.8099,16.0,2,2,4,0.9,3,195.09038635415305,279.07190121269696
13031,ICRB,0.7363,14.0,2,2,4,0.9,3,194.84399270117163,281.95059332557037
13032,ICRB,0.8011,15.0,2,2,4,0.9,3,192.85206086861683,285.0335824388619
13033,ICRB,0.8322,16.0,2,2,4,0.9,3,188.90677802629844,282.65678729452145
13034,ICRB,0.7661,19.0,2,2,4,0.9,3,195.34392455052517,294.69238754962896
13035,ICRB,0.7316,16.0,2,2,4,0.9,3,177.14622028425325,268.47367895392784
13036,ICRB,0.7976,15.0,2,2,4,0.9,3,184.06227774217635,273.397239183191
13037,ICRB,0.6522,15.0,2,2,4,0.9,3,216.63821226376064,312.6893539386964
13038,ICRB,0.7514,14.0,2,2,4,0.9,3,190.3822596899241,269.85458745722207
13039,ICRB,0.841,16.0,2,2,4,0.9,3,178.8074851848483,275.70257704570156
13040,ICRB,0.7451,19.0,2,2,4,0.9,3,186.5127927566017,268.41003603184333
13041,ICRB,0.8084,18.0,2,2,4,0.9,3,203.27765398275193,296.2470321343063
13042,ICRB,0.818,14.0,2,2,4,0.9,3,202.17099753758066,290.08169609934555
13043,ICRB,0.7629,13.0,2,2,4,0.9,3,186.4582073156301,272.3479838934884
13044,ICRB,0.7306,14.0,2,2,4,0.9,3,188.88303494815162,279.35107170866144
13045,ICRB,0.6975,15.0,2,2,4,0.9,3,200.88394207962546,296.94217101373874
13046,ICRB,0.7832,17.0,2,2,4,0.9,3,216.83926029348677,323.53506077237705
13047,ICRB,0.7099,13.0,2,2,4,0.9,3,208.02107426345825,306.0547932927872
13048,ICRB,0.7482,17.0,2,2,4,0.9,3,195.37339924063264,291.1449772220178
13049,ICRB,0.8039,14.0,2,2,4,0.9,3,200.04751378360945,295.48217078263343
13050,ICRB,0.7208,14.0,2,2,4,0.9,3,183.43972278127808,267.2254129025887
13051,ICRB,0.659,14.0,2,2,4,0.9,3,187.95914102203326,279.53908959972046
13052,ICRB,0.7184,15.0,2,2,4,0.9,3,215.0825564756768,309.94765827304957
13053,ICRB,0.7297,15.0,2,2,4,0.9,3,192.7107041373892,280.9694122366605
13054,ICRB,0.7128,16.0,2,2,4,0.9,3,225.3704202075817,345.8171441079286
13055,ICRB,0.7477,14.0,2,2,4,0.9,3,186.9469170777026,274.5992082952556
13056,ICRB,0.8194,14.0,2,2,4,0.9,3,172.30014269444658,257.54932885467485
13057,ICRB,0.8263,15.0,2,2,4,0.9,3,187.18411915364737,274.4457184141792
13058,ICRB,0.8131,15.0,2,2,4,0.9,3,182.72114421041854,275.5729423987848
13059,ICRB,0.7093,14.0,2,2,4,0.9,3,221.0926240716015,320.72896372880774
13060,ICRB,0.8409,14.0,2,2,4,0.9,3,207.4396544692736,303.89272712868006
13061,ICRB,0.7405,14.0,2,2,4,0.9,3,185.44196290048907,269.8793702953125
13062,ICRB,0.7901,15.0,2,2,4,0.9,3,196.0671127221919,280.08278920862364
13063,ICRB,0.8083,15.0,2,2,4,0.9,3,193.10977978789887,282.3756789729096
13064,ICRB,0.8289,16.0,2,2,4,0.9,3,197.14868098083008,315.8642575972933
13065,ICRB,0.8092,15.0,2,2,4,0.9,3,189.02620472043648,272.2201655602821
13066,ICRB,0.7656,17.0,2,2,4,0.9,3,174.60232347976483,260.79803373353263
13067,ICRB,0.7843,15.0,2,2,4,0.9,3,194.56000385323927,283.20945500266646
13068,ICRB,0.7311,15.0,2,2,4,0.9,3,201.32802793018257,288.0680748654207
13069,ICRB,0.8526,13.0,2,2,4,0.9,3,203.28651552266226,309.5631932143359
13070,ICRB,0.8486,18.0,2,2,4,0.9,3,187.52744366168506,286.30102302331005
13071,ICRB,0.8049,15.0,2,2,4,0.9,3,189.01197895081475,289.4974963643147
13072,ICRB,0.8235,14.0,2,2,4,0.9,3,197.27428960886084,290.08452920051485
13073,ICRB,0.8275,12.0,2,2,4,0.9,3,194.96312354992904,282.36751989417616
13074,ICRB,0.6471,16.0,2,2,4,0.9,3,179.10064381071,264.2061408873344
13075,ICRB,0.7599,15.0,2,2,4,0.9,3,183.69997353728007,275.6572075619557
13076,ICRB,0.7648,15.0,2,2,4,0.9,3,192.38581965187657,290.2737097765621
13077,ICRB,0.7498,17.0,2,2,4,0.9,3,196.87717371619124,275.32442936427105
13078,ICRB,0.7897,15.0,2,2,4,0.9,3,189.4753034896856,280.8267233490594
13079,ICRB,0.7316,14.0,2,2,4,0.9,3,187.43941027719208,269.25911389755964
13080,ICRB,0.8469,14.0,2,2,4,0.9,3,210.94122346270183,313.18627582091165
13081,ICRB,0.7976,13.0,2,2,4,0.9,3,213.6128749351517,303.8080498283453
13082,ICRB,0.7749,14.0,2,2,4,0.9,3,202.03197837827167,294.66474193617194
13083,ICRB,0.7758,14.0,2,2,4,0.9,3,199.59562424260326,283.8257188652279
13084,ICRB,0.7561,17.0,2,2,4,0.9,3,180.25178878101843,281.40099436729906
13085,ICRB,0.7071,16.0,2,2,4,0.9,3,196.86406874346082,279.768761646795
13086,ICRB,0.7993,14.0,2,2,4,0.9,3,194.12205293696707,271.62402335781616
13087,ICRB,0.796,17.0,2,2,4,0.9,3,191.17164570162183,285.2215520515605
13088,ICRB,0.7725,16.0,2,2,4,0.9,3,196.2380183721878,295.4798647001791
13089,ICRB,0.7318,14.0,2,2,4,0.9,3,200.5229114556,293.15880383346615
13090,ICRB,0.6257,15.0,2,2,4,0.9,3,193.97773976830118,283.9782168612619
13091,ICRB,0.7642,16.0,2,2,4,0.9,3,201.47462722976607,300.12774453977926
13092,ICRB,0.8849,13.0,2,2,4,0.9,3,198.51226425507443,278.49038314675454
13093,ICRB,0.7304,17.0,2,2,4,0.9,3,193.36859172881273,280.4398832462285
13094,ICRB,0.8353,16.0,2,2,4,0.9,3,197.8386419414814,289.88948014406924
13095,ICRB,0.792,16.0,2,2,4,0.9,3,187.34451061822054,273.33041386914255
13096,ICRB,0.8018,15.0,2,2,4,0.9,3,216.5851700073129,312.9682418346433
13097,ICRB,0.7984,16.0,2,2,4,0.9,3,194.92348950486684,285.6662956614438
13098,ICRB,0.7232,16.0,2,2,4,0.9,3,180.3908788512748,268.55045507815396
13099,ICRB,0.7072,15.0,2,2,4,0.9,3,220.45606307711552,314.43515073350835
13100,ICRB,0.6352,16.0,2,2,4,0.9,3,220.7891762395376,336.8633798954178
13101,ICRB,0.7727,15.0,2,2,4,0.9,3,191.37894873438526,280.5887943698889
13102,ICRB,0.7979,16.0,2,2,4,0.9,3,192.97527596273787,288.84449318601963
13103,ICRB,0.7543,16.0,2,2,4,0.9,3,211.96559553800165,299.72091141683336
13104,ICRB,0.7074,16.0,2,2,4,0.9,3,178.0130725640711,264.7306359643561
13105,ICRB,0.7197,16.0,2,2,4,0.9,3,199.56066666542927,288.06753367915957
13106,ICRB,0.7778,16.0,2,2,4,0.9,3,191.85882404683215,266.81513366817074
13107,ICRB,0.8295,12.0,2,2,4,0.9,3,195.83936646645074,286.4980951450656
13108,ICRB,0.8287,17.0,2,2,4,0.9,3,202.01869516230283,294.83750398860377
13109,ICRB,0.7362,12.0,2,2,4,0.9,3,190.87894978946082,284.27664524094797
13110,ICRB,0.7283,13.0,2,2,4,0.9,3,174.59726173681204,256.5164600424173
13111,ICRB,0.755,18.0,2,2,4,0.9,3,198.36264167064414,285.6784946772607
13112,ICRB,0.824,16.0,2,2,4,0.9,3,228.95474441830117,347.05435576327255
13113,ICRB,0.7515,18.0,2,2,4,0.9,3,189.85784112218545,276.1295590141832
13114,ICRB,0.7922,18.0,2,2,4,0.9,3,187.2227779328804,281.12719787592573
13115,ICRB,0.7967,17.0,2,2,4,0.9,3,183.63659876487563,262.82879546030875
13116,ICRB,0.6764,16.0,2,2,4,0.9,3,182.32395518880116,267.64864867437404
13117,ICRB,0.768,16.0,2,2,4,0.9,3,189.01423282276457,273.88012515146494
13118,ICRB,0.7374,14.0,2,2,4,0.9,3,199.3347151772258,287.31946861179813
13119,ICRB,0.8821,15.0,2,2,4,0.9,3,190.26318239666963,266.3678939270785
13120,ICRB,0.8175,14.0,2,2,4,0.9,3,206.04413498786326,287.80282413572274
13121,ICRB,0.7311,15.0,2,2,4,0.9,3,182.09494968242416,273.43055658676934
13122,ICRB,0.7753,11.0,2,2,4,0.9,3,191.83232009042996,278.69274480795934
13123,ICRB,0.8472,16.0,2,2,4,0.9,3,191.2830662713979,292.16758867879133
13124,ICRB,0.7221,15.0,2,2,4,0.9,3,214.9717332910146,316.05099334248587
13125,ICRB,0.7686,17.0,2,2,4,0.9,3,182.80865557715953,275.9517373332429
13126,ICRB,0.7903,18.0,2,2,4,0.9,3,207.74234400173412,298.6418665144354
13127,ICRB,0.64,13.0,2,2,4,0.9,3,189.9451147698983,273.51708206988746
13128,ICRB,0.8143,17.0,2,2,4,0.9,3,210.91813312796333,314.16063062244893
13129,ICRB,0.7414,14.0,2,2,4,0.9,3,197.08029343665427,281.72206851372835
13130,ICRB,0.7545,15.0,2,2,4,0.9,3,199.14635555539047,283.7809535234376
13131,ICRB,0.8225,16.0,2,2,4,0.9,3,192.28760377714482,277.5003249550731
13132,ICRB,0.6952,16.0,2,2,4,0.9,3,200.20025651660382,289.7332631722618
13133,ICRB,0.7742,15.0,2,2,4,0.9,3,192.18348212023938,286.49938294386504
13134,ICRB,0.7323,17.0,2,2,4,0.9,3,175.0589188949052,262.9030353338782
13135,ICRB,0.7635,15.0,2,2,4,0.9,3,187.64329485687028,289.09197063864724
13136,ICRB,0.7612,15.0,2,2,4,0.9,3,189.06463379727774,288.7376138467215
13137,ICRB,0.8763,15.0,2,2,4,0.9,3,222.66046815865624,317.4976632099647
13138,ICRB,0.7743,14.0,2,2,4,0.9,3,192.54802784663056,271.4388007646752
13139,ICRB,0.7897,14.0,2,2,4,0.9,3,196.07205904318045,280.3704361099368
13140,ICRB,0.7666,14.0,2,2,4,0.9,3,181.55917894702964,271.0407505477142
